name,type,group,province,city,address,latitude,longitude,beds,practiceNumber,switchhouse,phone,source
King Edward VIII Hospital,hospital,Public,KZN,Durban,"King Edward Ave, Umbilo, Durban, 4001",-29.877,30.997,922,,,Tel: (031) 360 3015/4,curated
KwaDukuza Private Hospital,hospital,Public,KZN,,"4449 Theunissen Road, KwaDukuza, 4449",-29.3468,31.275556,600,,,,dsfsi_v1
KwaMagwaza Hospital,hospital,Public,KZN,Melmoth,"KwaMagwaza Road, Melmoth",-28.6293,31.34105,147,,,Tel:(035) 450 8200,dsfsi_v1
KwaZulu-Natal Child Hospital,hospital,Public,KZN,Durban,Prince Street,-29.8666,31.042836,600,,,+27 31 812 1400,dsfsi_v1
Kynoch Hospital,hospital,Public,KZN,Durban,,-30.0184,30.90682,600,,,,dsfsi_v1
Lenmed Ethekwini Hospital,hospital,Lenmed,KZN,Durban,"40 John Zikhala Rd, Durban, 4001",-29.858,31.02,252,,mediswitch,,curated
Lenmed Royal Hospital and Heart Centre,hospital,Lenmed,KZN,Durban,"135 King Shaka Hwy, Glen Anil, 4051",-29.79,31.034,172,,mediswitch,,curated
Life Chatsmed Garden Hospital,hospital,Life Healthcare,KZN,Durban,"59 Woodhurst Dr, Chatsworth, Durban, 4092",-29.911,30.89,160,,mediswitch,,curated
Life Empangeni Garden Hospital,hospital,Life Healthcare,KZN,Empangeni,"107 Union St, Empangeni, 3880",-28.747,31.893,80,,mediswitch,+27 35 902 8000,curated
Life Entabeni Hospital,hospital,Life Healthcare,KZN,Durban,"148 Mazisi Kunene Rd, Glenwood, Durban, 4001",-29.864,31.005,360,,mediswitch,,curated
Life Hilton Hospital,hospital,Life Healthcare,KZN,Hilton,"1 Village Rd, Hilton, 3245",-29.556,30.302,100,,mediswitch,,curated
Life Hilton Private Hospital,hospital,Public,KZN,Hilton,2 Monzali Drive,-29.5395,30.299325,600,,,,dsfsi_v1
Life Mount Edgecombe Hospital,hospital,Life Healthcare,KZN,Durban,"11 Redberry Rd, Mount Edgecombe, 4302",-29.728,31.048,120,,mediswitch,+27 31 537 4000,curated
Life Mt Edgecombe Hospital,hospital,Public,KZN,Durban,163-179 Redberry Road,-29.7157,31.035649,173,,,,dsfsi_v1
Life Piet Retief Hospital,hospital,Public,KZN,,6 Mansoor Street,-27.0202,30.804255,600,,,,dsfsi_public
Life St Dominic's Hospital,hospital,Life Healthcare,KZN,Pietermaritzburg,"5 St Thomas Rd, Scottsville, Pietermaritzburg, 3201",-29.619,30.369,192,,mediswitch,,curated
Life The Crompton Hospital,hospital,Public,KZN,Durban,102 Crompton Street,-29.8112,30.865212,163,,,,dsfsi_v1
Life Westville Hospital,hospital,Life Healthcare,KZN,Durban,"9 Harry Gwala Rd, Westville, Durban, 3629",-29.838,30.918,230,,mediswitch,,curated
Longridge Colliery Mine Hospital,hospital,Public,KZN,,,-27.4872,30.60844,600,,,,dsfsi_v1
Madadeni Hospital,hospital,Public,KZN,Madadeni.New Castle,"Section 6, Madadeni",-27.7635,30.0508,822,,,Tel: (034) 328 8000,dsfsi_v1
Madzikane Hospital,hospital,Public,KZN,,"N2 Road, Mount Frere, 9002",-30.9009,28.99562,400,,,,dsfsi_public
Madzikane Ka Zulu Memorial Hospital,hospital,,KZN,"Mount Frere, Eastern Cape",Hospital Street,-30.8824438,29.0051258,,,,+27 39 255 8200,osm
Magudu Hospital,hospital,,KZN,,,-27.5333166,31.6550322,,,,,osm
Mahatma Gandhi Hospital,hospital,Public,KZN,Durban,"100 Phoenix Highway, Phoenix",-29.7183,31.028852,388,,,Tel: (031) 502 1719 ext 2149,dsfsi_v1
Mahatma Gandhi Memorial Hospital,hospital,Public,KZN,Durban,"102 Phoenix Hwy, Phoenix, 4068",-29.713,31.007,350,,,+27 31 502 1719,curated
Malvern Centre Hospital,hospital,Public,KZN,Durban,,-29.8814,30.920624,600,,,,dsfsi_v1
Mbongolwane Hospital,hospital,Public,KZN,,"N2 to Ulundi/Melmoth turn-off, left at Eshowe/Nkandla turn-off + 30 km to Ntumeni, left to Pett Store, turn right, +15 km to school, turn right, + 3 km",-28.9354,31.195414,162,,,Tel: (035) 476 6242,dsfsi_v1
McCords Hospital,hospital,Public,KZN,Durban,"38 South Road, Essenwood, Berea, 4001",-29.8382,30.996943,100,,,,dsfsi_v1
Mediclinic Howick,hospital,Mediclinic,KZN,Howick,"30 Main St, Howick, 3290",-29.486,30.228,54,,mediswitch,,curated
Mediclinic Ladysmith,hospital,Mediclinic,KZN,Ladysmith,"158 Malcolm Rd, Ladysmith, 3370",-28.554,29.777,60,,mediswitch,Tel: (036) 637 2111,curated
Mediclinic Newcastle,hospital,Mediclinic,KZN,Newcastle,"90 Allen St, Newcastle, 2940",-27.753,29.937,110,,mediswitch,Tel: (034) 328 0000,curated
Mediclinic Newcastle Day Hospital,hospital,Mediclinic,KZN,"Newcastle, KZN","Cnr Bird and Hospital Roads, Newcastle",-27.7672,29.931891,600,,,,dsfsi_v1
Mediclinic Pietermaritzburg,hospital,Mediclinic,KZN,Pietermaritzburg,"90 Chatterton Rd, Pietermaritzburg, 3201",-29.604,30.381,200,,mediswitch,+27 33 845 3700,curated
Mediclinic Victoria Hospital,hospital,Mediclinic,KZN,Durban,"35 High Street, Tongaat",-29.5733,31.118208,120,,,+27 32 945 8200,dsfsi_v1
Medicross Procare Sub-Acute Hospital,hospital,Netcare,KZN,Durban,"651 Kingsway, Amanzimtoti, Durban",-30.0243,30.913635,600,,,,dsfsi_v1
Medicross Tamela,hospital,Netcare,KZN,"Noordsig, Empangeni",Union Street,-28.736188,31.8981035,,,,,osm
Melomed Rich Bay Hospital,hospital,Public,KZN,,"John Ross Eco Junction, Cnr of N2 and MR 496 (John Ross Highway), Richards Bay, 3900",-28.7698,31.932124,600,,,,dsfsi_v1
Midlands Medical Centre Hospital,hospital,,KZN,,Masukwana Street,-29.592892,30.391519,225,,,+27 33 341 5000,dsfsi_v1
Montebello Hospital,hospital,Public,KZN,Dalton,"P614 Noordsberg Road, Dalton",-29.4394,30.807162,111,,,Tel: (033) 506 7000,dsfsi_v1
Mosvold Hospital,hospital,Public,KZN,,"N2 North, Jozini turn-off, past Pongola Dam + 30km to T-junction, left + 30km",-27.1383,32.004746,226,,,Tel: (035) 591 0122,dsfsi_v1
Mountain View Hospital,hospital,Public,KZN,,,-27.7813,31.425381,600,,,,dsfsi_v1
Mseleni Hospital,hospital,Public,KZN,Kwazulu Natal,"N2 North, Jozini turn-off, turn right to Ubombo before Dam, + 20 km to T-junction, left + 20 km to 2nd T-junction, left + 5 km to sign",-27.3256,32.556644,148,,,Tel: (035) 574 1004/5/6/7,dsfsi_v1
Mt Ayliff Hospital,hospital,Public,KZN,,"8 Ntsizwa Street, Mt Ayliff",-30.8052,29.3596,400,,,,dsfsi_public
Murchison Hospital,hospital,Public,KZN,Main Harding / Kokstad Road,"N2 south to Port Shepstone THEN Mdube Bus Halt, Harding Road, Port Shepstone",-30.728,30.344023,300,,,Tel: (039) 687 7311,dsfsi_v1
N Knight Hospital,hospital,Public,KZN,,Sulenkama A/A,-31.0091,28.68223,400,,,,dsfsi_public
NHN Daymed Private Hospital,hospital,NHN,KZN,,595 Chota Motala,-29.5626,30.407526,52,,,,dsfsi_v1
NHN Healing Hills Hospital,hospital,NHN,KZN,Durban,,-29.7391,30.663681,600,,,,dsfsi_v1
NHN Hibiscus Hospital,hospital,NHN,KZN,Port Shepstone,George Street,-30.7415,30.451701,103,,,Tel: (039) 688 6000,dsfsi_v1
NHN Icare Amanzimtoti Med Centre,hospital,NHN,KZN,Durban,24 Prince Street,-30.0186,30.914036,600,,,,dsfsi_v1
NHN Lenmed La Verna Hospital,hospital,Lenmed,KZN,"Ladysmith,KwaZulu Natal","1 Convent Road, Ladysmith, 3370",-28.5554,29.779646,149,,,,dsfsi_v1
NHN Lenmed Shifa Hospital,hospital,Lenmed,KZN,Durban,"482 Randles Road, Durban, 4091",-29.8308,30.984954,133,,,+27 87 087 0641,dsfsi_v1
NHN Lenmed eThekwini Heart Hospital,hospital,Lenmed,KZN,Durban,"11 Riverhorse Drive, Riverhorse Valley Business Estate, Queen Nandi Drive, Durban",-29.7774,30.995682,246,,,,dsfsi_v1
NHN Matatiele Prv Hospital,hospital,NHN,KZN,,High Street,-30.3522,28.808675,600,,,,dsfsi_public
NHN Nongoma Private Hospital,hospital,NHN,KZN,,199 Main Street,-27.9298,31.648265,600,,,,dsfsi_v1
NHN Oatlands Care Med Centre,hospital,NHN,KZN,Howick,52 Fraser Street,-29.4784,30.217638,600,,,,dsfsi_v1
NHN Pongola Hospital,hospital,NHN,KZN,,82 Hans Dons Street,-27.3771,31.619102,28,,,,dsfsi_v1
NHN Riverview Clinic Hospital,hospital,NHN,KZN,,Main Road,-29.7946,29.497375,600,,,,dsfsi_v1
NHN Shelly Beach Day Hospital,hospital,NHN,KZN,,Izotsha Road,-30.8017,30.404661,64,,,,dsfsi_v1
Netcare Kingsway Hospital,hospital,Netcare,KZN,Durban,"Cnr Kingsway & Francois Rd, Amanzimtoti, 4125",-30.048,30.88,132,,mediswitch,,curated
Netcare Kokstad Private Hospital,hospital,Netcare,KZN,,51 Barker Street,-30.5521,29.424315,36,,,,dsfsi_v1
Netcare Margate Hospital,hospital,Netcare,KZN,Margate,"15 Douro Rd, Margate, 4275",-30.8578,30.36,80,,mediswitch,+27 393127300,curated
Netcare Parklands Hospital,hospital,Netcare,KZN,Durban,"75 Randles Rd, Sydenham, Durban, 4091",-29.856,30.982,168,,mediswitch,+27 31 242 4000,curated
Netcare St Anne's Hospital,hospital,Netcare,KZN,Pietermaritzburg,331 Burger Street,-29.6017,30.384357,179,,,+27 33 897 5000,dsfsi_v1
Netcare St Augustine's Hospital,hospital,Netcare,KZN,Durban,"107 JB Marks Rd, Berea, Durban, 4001",-29.8437,31.0093,461,,mediswitch,+27 31 268 5000,curated
Netcare The Bay Hospital,hospital,Netcare,KZN,Richards Bay,"Lira Link, Meerensee, Richards Bay, 3900",-28.768,32.072,148,,mediswitch,+27 35 780 6111,curated
Netcare Umhlanga Hospital,hospital,Netcare,KZN,Durban,"323 Umhlanga Rocks Dr, Umhlanga, 4320",-29.7287,31.082,200,,mediswitch,,curated
Ngwelezana Hospital,hospital,Public,KZN,Empangeni,"Thanduyise Rd, Ngwelezana, 3880",-28.762,31.912,554,,,Tel: (035) 901 7000,curated
Niemeyer Memorial Hospital,hospital,Public,KZN,Utrecht,"Kantoor Street, Utrecht",-27.6519,30.0712,52,,,Tel: (034) 331 3011,dsfsi_v1
Nkandla Hospital,hospital,Public,KZN,Nkandla,"N2 north to Gingindlovu/Eshowe turn-off, past Eshowe and Melmoth to Babanango turn-off, turn left to Nkandla village.",-28.6245,31.086834,175,,,Tel: (035) 833 5000,dsfsi_v1
Nkonjeni Hospital,hospital,Public,KZN,,"Go to Ulundi , from King Dinizulu Highway go +\- 5 km's north to Nkonjeni hospital : Near Vumabakushoyo LP. School and Lutheran Church",-28.2266,31.41477,360,,,Tel: (035) 873 0013,dsfsi_v1
Northdale Hospital,hospital,Public,KZN,Northdale Pietermaritzburg,"1389 Chota Motala Road, Northdale, PMB",-29.5756,30.402653,431,,,Tel: (033) 387 9007/9009,dsfsi_v1
Oral and Dental Institute,hospital,Public,KZN,Durban,,-29.8261,30.98431,600,,,,dsfsi_v1
Osindisweni Hospital,hospital,Public,KZN,Durban,"Oakford Road, Verulam",-29.6082,30.983202,240,,,Tel: (032) 5419200,dsfsi_v1
Phoenix Assessment & Therapy Centre,hospital,,KZN,Phoenix,Lenhan Drive,-29.6902856,30.9966141,,,,,osm
Prince Mshiyeni Hospital,hospital,Public,KZN,Durban,"On the Mangosutho Highway, Before Umlazi Lodge.",-29.9548,30.936625,1160,,,Tel: (031) 907 8111,dsfsi_v1
Prince Mshiyeni Memorial Hospital,hospital,Public,KZN,Durban,"1 Mangosuthu Hwy, Umlazi, 4031",-29.97,30.892,1200,,,+27 31 907 8111,curated
Queen Nandi Regional Hospital,hospital,Public,KZN,Empangeni,29 Union Street,-28.7395,31.897211,800,,,+27 35 907 7000,dsfsi_v1
R K Khan Hospital,hospital,Public,KZN,Durban,"Lachman Rd, Chatsworth, Durban, 4030",-29.92,30.886,543,,,,curated
Richmond Chest Hospital,hospital,Public,KZN,"Richmond,Durban","Chilley Road, Richmond, 3780",-29.8645,30.275817,180,,,+27 33 212 2170,dsfsi_v1
Rietvlei Hospital,hospital,Public,KZN,,Rietvlei Location (Emhlangeni),-30.4878,29.82481,188,,,Tel: (039) 260 5000,dsfsi_v1
Saiccor Hospital,hospital,Public,KZN,Durban,,-30.2011,30.79335,600,,,,dsfsi_v1
Siloah Lutheran Hospital,hospital,Public,KZN,"E L C Dlomo Dlomo Farm, Louwsburg, Vryheid",3100,-27.7402,31.510095,600,,,,dsfsi_v1
St Aidans Hospital,hospital,Public,KZN,Durban,33 Ml Sultan Road,-29.8507,31.011035,157,,,,dsfsi_v1
St Andrew's Hospital,hospital,Public,KZN,,14 Moodie Street,-30.5755,29.889283,210,,,,dsfsi_v1
St Apollinaris Hospital,hospital,Public,KZN,,"Centocon Mission, Creighton",-30.0165,29.72575,155,,,,dsfsi_v1
St Francis Hospital,hospital,Public,KZN,Ulundi,Mashona Road,-28.2246,31.476734,400,,,+27 35 873 0203; +27 35 873 0204; +27 35 873 0205,dsfsi_v1
St Margaret's TB MDR Hospital,hospital,Public,KZN,,Private Bag X517,-30.2692,29.93276,54,,,,dsfsi_v1
St Mary's Hospital (Mar),hospital,Public,KZN,Durban,"1 Hospital Road, Mariannhill",-29.8469,30.826015,200,,,,dsfsi_v1
Stanger Hospital,hospital,Public,KZN,,,-29.3327,31.2852,,,,,who_mfl
T Bequest Hospital (Elu),hospital,Public,KZN,"Mount Fletcher, Eastern Cape","Hospital St, Mount Fletcher, 4770",-30.6894,28.50961,400,,,+27 39 257 0043,dsfsi_public
T Bequest Hospital (Mat),hospital,Public,KZN,,"Matatiele, 4730",-30.3327,28.80195,400,,,,dsfsi_public
THINK SITE CLINIC- Adherence Module,hospital,,KZN,,Udlambedlu Road,-30.071656,30.8691749,,,,,osm
Thulasizwe Hospital,hospital,Public,KZN,,"Go to Ulundi , from King Dinizulu Highway go +\- 20 km's north to Ceza hospital : THEN +\- 5km's north to Thulasizwe Hospital ,near Thandaziphi Store",-27.9526,31.367857,600,,,Tel: (035) 832 6000,dsfsi_v1
Townhill Hospital,hospital,Public,KZN,Pietermaritzburg,Hyslop Road,-29.5874,30.366437,600,,,,dsfsi_v1
Umgeni Waterfall Hospital,hospital,Public,KZN,Howick,Old Main Road,-29.5008,30.232779,624,,,+27 33 330 6146,dsfsi_v1
Umphumulo Hospital,hospital,Public,KZN,,"N2 North, Stanger turn-off, continue + 45 km to Maphumulu, look for hospital sign.",-29.1425,31.04259,141,,,Tel: (032) 481 4100,dsfsi_v1
Umtshezi Private Hospital,hospital,,KZN,,,-29.02199,29.8519303,,,,,osm
Umzimkhulu Hospital,hospital,Public,KZN,,Mbizweni Farm Umzimkhulu,-30.2553,29.92602,440,,,Tel: (039) 259 0310,dsfsi_v1
Untunjambili Hospital,hospital,Public,KZN,,"Along Kranskop way. From N2 take R74 off-ramp, go through Stanger on R74 pass Mapumulo, after 23km see Kranskop sign, turn right. Pass through small Kranskop town after 10km sign Untunjambili Hospital. Turn right after 2km see hospital on your right.",-28.942,30.94846,130,,,Tel: (033) 444 1808 / 1707,dsfsi_v1
Vryheid Hospital,hospital,Public,KZN,Vryheid,"Coswald Brown Street, Vryheid",-27.7583,30.797088,338,,,Tel: (034) 982 2111,dsfsi_v1
Wembley House Hospital,hospital,Public,KZN,,,-29.592781,30.36702,600,,,,dsfsi_v1
Wentworth Hospital Hospital,hospital,Public,KZN,Durban,1 Boston Road,-29.9329,30.989162,266,,,,dsfsi_v1
Westridge Day Surg Centre,hospital,Public,KZN,Durban,,-29.51065,30.59089,600,,,,dsfsi_v1
Franklin Health Post,other,Public,KZN,,,-30.3166,29.4488,,,,,who_mfl
Khanyiselani Health Post,other,Public,KZN,,,-30.45,29.42,,,,,who_mfl
Kings Park Sports Medicine Centre,other,,KZN,,,-29.823281,31.0272515,,,,+27313033874,osm
Mthwadlana Health Post,other,Public,KZN,,,-27.976,31.9847,,,,,who_mfl
Nkungumathe Health Post,other,Public,KZN,,,-28.5432,31.0835,,,,,who_mfl
Shayamoya Health Post,other,Public,KZN,,,-30.53,29.43,,,,,who_mfl
Stepmore Health Post,other,Public,KZN,,,-29.5896,29.6012,,,,,who_mfl
Thubalethu Health Post,other,Public,KZN,,,-28.5645,31.3912,,,,,who_mfl
kz Bergville EMS Station,other,,KZN,,"Sharat Street, Bergville",-28.8501,29.37586,,,,,dsfsi_ems
kz COEC EMS Station,other,,KZN,,,,,,,,,dsfsi_ems
kz Central EMS Station,other,,KZN,Durban,,-29.8519,31.00133,,,,,dsfsi_ems
kz Creighton EMS Station,other,,KZN,,,-30.0275,29.84405,,,,,dsfsi_ems
kz Dannhauser EMS Station,other,,KZN,,"Greytown Hospital, Bell Street, Greytown",-28.0283,30.05917,,,,,dsfsi_ems
kz Dundee EMS Station,other,,KZN,,"121 Mckenzie Str, Dundee",-28.16,30.22612,,,,,dsfsi_ems
kz Eshowe EMS Station,other,,KZN,,,-28.8978,31.46764,,,,,dsfsi_ems
kz Esikhaleni EMS Station,other,,KZN,,,-28.665,32.021537,,,,,dsfsi_ems
kz Ezakheni EMS Station,other,,KZN,,,-28.5964,29.9265,,,,,dsfsi_ems
kz Greys EMS Station,other,,KZN,,,-29.5807,30.3612,,,,,dsfsi_ems
kz Greytown EMS Station,other,,KZN,,,-29.0607,30.60663,,,,,dsfsi_ems
kz Illovo EMS Station,other,,KZN,Durban,,-30.0905,30.826571,,,,,dsfsi_ems
kz Imbali EMS Station,other,,KZN,,,-29.6589,30.356198,,,,,dsfsi_ems
kz Isidumbini EMS Station,other,,KZN,,,-29.3772,31.003869,,,,,dsfsi_ems
kz Isithebe EMS Station,other,,KZN,,,-29.0906,31.429376,,,,,dsfsi_ems
kz KwaMashu EMS Station,other,,KZN,Durban,,-29.76,30.97056,,,,,dsfsi_ems
kz Kwadukuza EMS Station,other,,KZN,,,-29.342,31.289,,,,,dsfsi_ems
kz Ladysmith EMS Station,other,,KZN,,,-28.5404,29.78586,,,,,dsfsi_ems
kz Madadeni EMS Station,other,,KZN,,,-27.7584,30.04987,,,,,dsfsi_ems
kz Manguzi EMS Station,other,,KZN,,,-26.9842,32.7576,,,,,dsfsi_ems
kz Mbonambi EMS Station,other,,KZN,,,-28.5894,32.250665,,,,,dsfsi_ems
kz Mondlo EMS Station,other,,KZN,,,-27.9954,30.72576,,,,,dsfsi_ems
kz Newcastle EMS Station,other,,KZN,,,-27.7696,29.94112,,,,,dsfsi_ems
kz Nquthu EMS Station,other,,KZN,,"Main Road, Nqutu",-28.2073,30.67184,,,,,dsfsi_ems
kz Paulpietersburg EMS Station,other,,KZN,,,-27.4047,30.82339,,,,,dsfsi_ems
kz Port Shepstone EMS Station,other,,KZN,,,-30.7572,30.43873,,,,,dsfsi_ems
kz RK Khan EMS Station,other,,KZN,Durban,,-29.9189,30.79973,,,,,dsfsi_ems
kz Ulundi EMS Station,other,,KZN,,,-28.2641,31.41913,,,,,dsfsi_ems
kz Umlazi EMS Station,other,,KZN,Durban,,-29.9586,30.93773,,,,,dsfsi_ems
kz Underberg EMS Station,other,,KZN,,,-29.7889,29.505,,,,,dsfsi_ems
kz Utrecht EMS Station,other,,KZN,,,-27.6622,30.31626,,,,,dsfsi_ems
kz Wentworth EMS Station,other,,KZN,Durban,,-29.9283,30.98693,,,,,dsfsi_ems
sick bay,other,,KZN,,,-29.5993726,30.3484158,,,,,osm
Alphapharm Winterton,pharmacy,,KZN,,,-28.8135527,29.5376617,,,,,osm
Broadway Pharmacy,pharmacy,,KZN,,,-29.7845825,31.0389767,,,,,osm
Fountain Pharmacy,pharmacy,,KZN,,,-27.1340261,32.0026952,,,,,osm
Grosvenor,pharmacy,,KZN,,,-30.737556,30.4510204,,,,,osm
McPharmacy,pharmacy,,KZN,Kloof,Village Road,-29.7956362,30.8400288,,,,+27 31 764 4441,osm
Rafia Pharmacy,pharmacy,,KZN,Mtunzini,Station Road,-28.956331,31.7563619,,,,+27 73 119 5314,osm
Southbroom Pharmacy,pharmacy,,KZN,,,-30.914311,30.3237858,,,,,osm
Sparksport Pharmacy,pharmacy,,KZN,Warner Beach,Kingsway Road,-30.0865876,30.8647134,,,,,osm
Wellness Warehouse,pharmacy,,KZN,,,-29.5231356,31.2023517,,,,,osm
Wilmar Pharmacy,pharmacy,,KZN,,Kerk Street,-27.7679125,30.7927374,,,,,osm
Young's,pharmacy,,KZN,,,-30.8535871,30.3775592,,,,,osm
Life Hunterscraig,psychiatric,Life Healthcare,KZN,Durban,"Hillcrest, 3610",-29.77,30.75,60,,mediswitch,+27 41 507 9500,curated
Netcare Akeso Pietermaritzburg,psychiatric,Netcare,KZN,Pietermaritzburg,"20 Montrose Rd, Montrose, Pietermaritzburg, 3201",-29.593,30.396,48,,mediswitch,,curated
Blessed Gerard Care Centre,rehabilitation,,KZN,,,,,,,,,dsfsi_ltc
Highway Hospice,rehabilitation,,KZN,Durban,,-29.8324,30.96897,,,,,dsfsi_ltc
Holy Cross Hospice,rehabilitation,,KZN,,,,,,,,,dsfsi_ltc
Jewel House,rehabilitation,,KZN,Durban,,-29.8515,30.997199,,,,,dsfsi_ltc
Jona Vaughan House,rehabilitation,,KZN,Durban,,-30.037,30.891552,,,,,dsfsi_ltc
Khanya Hospice,rehabilitation,,KZN,Durban,,,,,,,,dsfsi_ltc
Msunduzi Hospice,rehabilitation,,KZN,,,,,,,,,dsfsi_ltc
Philanjalo Hospice,rehabilitation,,KZN,,,,,,,,,dsfsi_ltc
Scadifa Chatsworth House,rehabilitation,,KZN,Durban,,,,,,,,dsfsi_ltc
St Luke's Home,rehabilitation,,KZN,Durban,,,,,,,,dsfsi_ltc
St Mary's Outreach Hospice,rehabilitation,,KZN,Durban,,,,,,,,dsfsi_ltc
The Manor House,rehabilitation,,KZN,Durban,,,,,,,,dsfsi_ltc
Verulam Frail Care,rehabilitation,,KZN,Durban,,-29.6436,31.039444,,,,,dsfsi_ltc
Wentworth House,rehabilitation,,KZN,Durban,,,,,,,,dsfsi_ltc
Zululand Hospice,rehabilitation,,KZN,,,,,,,,,dsfsi_ltc
Dr Alankar Ranjith,specialist,,KZN,,,-31.0526347,30.2236073,,,,+27 39 3111381,osm
Gerhard Prinsloo,specialist,,KZN,,,-28.7465085,32.0512209,,,,,osm
Hayfields Dental,specialist,,KZN,,,-29.6253918,30.4087738,,,,+27 33 940 2220,osm
Zululand Dental Care,specialist,,KZN,Mtubatuba,Celtis Drive,-28.4146802,32.1811239,,,,+27 35 550 0607,osm
Blouberg CHC,chc,Public,LP,,,-23.1424,29.0083,,,,,who_mfl
Bungeni CHC,chc,Public,LP,,Buneni Mabondlongo,-23.2029,30.1975,,,,,who_mfl
Duiwelskloof CHC,chc,Public,LP,,Hospital Street,-23.6974,30.1412,,,,,who_mfl
Dzumeri CHC,chc,Public,LP,,1122 Dzumeri Village,-23.5763,30.7086,,,,,who_mfl
Giyani CHC,chc,Public,LP,,Next to Giyani Police Barracks,-23.3126,30.7233,,,,,who_mfl
Grace Mugodeni CHC,chc,Public,LP,,,-23.7165,30.4365,,,,,who_mfl
Lulekani CHC,chc,Public,LP,,"1453b Clinic Street, Lulekani, Lulekani-B, Phalaborwa, 1392",-23.8646,31.0773,,,,,who_mfl
Makhado CHC,chc,Public,LP,,,-22.9008,30.0344,,,,,who_mfl
Marapong CHC,chc,Public,LP,,,-23.6728,27.7444,,,,,who_mfl
Mphambo CHC,chc,Public,LP,,,-23.084,30.6706,,,,,who_mfl
Mutale CHC,chc,Public,LP,,,-22.7366,30.5211,,,,,who_mfl
Nkowankowa CHC,chc,Public,LP,,Bankuna,-23.8867,30.293,,,,,who_mfl
Phalaborwa CHC,chc,Public,LP,Phalaborwa,Grosvenor Crescent,-23.9325,31.1362,,,,,who_mfl
Potgieter Street CHC,chc,Public,LP,,,-23.8819,29.4638,,,,,who_mfl
Ratshaatshaa CHC,chc,Public,LP,,,-22.8992,28.8213,,,,,who_mfl
Rethabile CHC,chc,Public,LP,Polokwane,140 Megazyne Street,-23.8911,29.4625,,,,,who_mfl
Thohoyandou CHC,chc,Public,LP,,Block 4,-22.966,30.478,,,,,who_mfl
Tiyani CHC,chc,Public,LP,Thohoyandou,"Tiyani Ha Magono, next tTo Post Office",-23.3063,30.2946,,,,,who_mfl
Tshilwavhusiku CHC,chc,Public,LP,,,-23.0967,29.7385,,,,,who_mfl
William Eddie CHC,chc,Public,LP,,,-22.8716,30.5445,,,,,who_mfl
lp Donald CHC,chc,,LP,,,,,,,,,dsfsi_chc
lp HC Boshoff CHC,chc,,LP,,,-24.5959,30.0814,,,,,dsfsi_chc
lp Julesburg CHC,chc,,LP,,,-24.0695,30.32853,,,,,dsfsi_chc
lp Mookgophong CHC,chc,,LP,Mookgophong,Thabo Mbeki Street,-24.5247,28.70833,,,,,dsfsi_chc
lp Nchabeleng CHC,chc,,LP,,,-24.44,29.80071,,,,,dsfsi_chc
lp Penge CHC,chc,,LP,,,-24.3833,30.29008,,,,,dsfsi_chc
A Mamabolo Clinic,clinic,Public,LP,,,-23.8795,29.8204,,,,,who_mfl
Abbotspoort Clinic,clinic,Public,LP,,,-23.4549,28.0869,,,,,who_mfl
Alldays Clinic,clinic,Public,LP,,,-22.683,29.1058,,,,,who_mfl
Alma Clinic,clinic,Public,LP,,,-24.4888,28.07,,,,,who_mfl
Ambergate Clinic,clinic,Public,LP,,,-23.5167,28.9368,,,,,who_mfl
Armoed Clinic,clinic,Public,LP,,,-23.955,28.9853,,,,,who_mfl
Bakenberg Clinic,clinic,Public,LP,,,-23.8647,28.756,,,,,who_mfl
Basani Clinic,clinic,Public,LP,"Basani Village, Giyani",,-23.3692,30.5192,,,,+27 15 812 2903,who_mfl
Bavaria Clinic,clinic,Public,LP,,,-23.5241,28.8329,,,,,who_mfl
Beaconsfield Clinic,clinic,Public,LP,Beaconsfield,Rectory Road,-22.9214,30.1188,,,,,who_mfl
Bela-Bela Clinic,clinic,Public,LP,,Tambo Street,-24.8765,28.3243,,,,,who_mfl
Bellevue Clinic,clinic,Public,LP,Modjadjiskloof,,-23.4121,30.4206,,,,+27 15 310 6006,who_mfl
Benfarm Clinic,clinic,Public,LP,,,-23.9161,31.0373,,,,,who_mfl
Block 14 Clinic,clinic,Public,LP,,,-23.9886,29.7858,,,,,who_mfl
Blouberg Team A,clinic,,LP,,,,,,,,,dsfsi_vacc
Bochabelo Clinic,clinic,Public,LP,,,-23.4305,30.5128,,,,,who_mfl
Boikanyo Clinic,clinic,Public,LP,,,-24.9929,26.9892,,,,,who_mfl
Bolobedu Clinic,clinic,Public,LP,,,-23.6234,30.3463,,,,,who_mfl
Buffelshoek Clinic Blouberg,clinic,Public,LP,,,-23.1492,28.9242,,,,,who_mfl
Buitestraat Clinic,clinic,Public,LP,,,-23.902,29.4421,,,,,who_mfl
Burgerecht Clinic,clinic,Public,LP,,,-22.9873,28.9534,,,,,who_mfl
Burmed Pharmacy,clinic,,LP,,Twin City Complex,,,,,,,dsfsi_vacc
Carlotta Clinic,clinic,Public,LP,,,-23.998,30.3173,,,,,who_mfl
Chalema Clinic,clinic,Public,LP,,,-23.7651,28.7475,,,,,who_mfl
Charlie Rangaan Clinic,clinic,Public,LP,,,-23.4772,30.5522,,,,,who_mfl
Chromite Clinic,clinic,Public,LP,,,-24.7852,27.2899,,,,,who_mfl
