___id___,category,companyname,dateissued,email,expirydate,faxnumber,licenceno,phonenumber,postaladdress,province,residentialaddress,responsiblepharmacist,responsiblepharmacistsection36exemption,type_of_licence_and_authorised_site_activity,typeoflicenceandauthorisedsiteactivity
254297,Certificate_Product_Registration,Gen-Eye (Pty) Ltd,12/01/2024,lancel@gen-eye.co.za or harshag@gen-eye.co.za ,12/01/2029,,0000001302.-.2,2711 312-3812,Unit 7 Royal Palm Business Estate- 646 Washington Street- halfway House- midrand- 1685,,Unit 7 Royal Palm Business Estate- 646 Washington Street- halfway House- midrand- 1685,Harsha Gopal Jivan,,,Import &amp; Export
254298,Certificate_Product_Registration,Genop Healthcare (Pty) Ltd,25/01/2025,malefaso.motaung@adcock.com ,25/01/2030,,0000000175.-.21,2711 635 0440 or +27836003153 ,PO Box 3911. Halfway House. Midrand. Johannesburg. Gauteng. 1685,,1 New Road. Corner New &amp; 7th Street. Midrand. Johannesburg. Gauteng. 1685,Malefaso Precious Motaung,,,Import &amp; Export
254299,Certificate_Product_Registration,Gilead Sciences South Africa (Pty) Ltd,12/03/2025,ingrid.duvenhage@gilead.com,12/03/2030,,0000001354.-.3,27 842 983 706,P O Box 2836. Sunninghill West. Johannesburg. Gauteng. 2157,,Ground Floor Mac Mac Building. Maxwell Office Park. Magwa Crescent. Waterfall. Midrand. Gauteng. 2090,Ingrid Duvenhage,,,Import &amp; Export
254300,Certificate_Product_Registration,GlaxoSmithKline South Africa (Pty) Limited,12/02/2026,zanele.x.peter@gsk.com and susan.x.cartwright@gsk.com,12/02/2031,,0000001200.-.6,O106910430,No 1 Bridgeway Road. Bridgeways Precinct. Century City. Cape Town. Western Cape. 7441,,No 1 Bridgeway Road. Bridgeways Precinct. Century City. Cape Town. Western Cape. 7441,Zanele Honjiswa Peter,,,Import &amp; Export
254301,Certificate_Product_Registration,Glenmark Pharmaceuticals South Africa (Pty) Ltd,18/07/2025,priya.bawa@glenmarkpharma.com,18/07/2030,,0000000297.-.18,2711 564-3900,P O Box 5537. Halfway House. Midrand. Gauteng. 1685,,2nd Floor. Building D. Stoneridge Office Park. 8 Greenstone Place. Greenstone. Edenvale. Gauteng. 1609,Priya Bawa,,,Import &amp; Export
254302,Certificate_Product_Registration,Guerbet South Africa (Pty) Ltd,16/01/2024,mia.louw@guerbet.com or karen.vanrensburg@guerbet.com ,16/01/2029,,0000001147.-.8, 010 045 0300 or 083 271 8039 and 27822669272,Hertford Office Park. Building I. 90 Bekker Road. Vorna Valley. Midrand. Gauteng. 1682,,Hertford Office Park. Building I. 90 Bekker Road. Vorna Valley. Midrand. Gauteng. 1682,Karen van Rensburg,,,Import &amp; Export
254303,Certificate_Product_Registration,Gulf Drug Company (Pty) Ltd,11/04/2024,rp@gulfdrug.co.za ,11/04/2029,,0000000699.-.11,27 829 417 152,22 Burnside Drive. Old Mill Industrial Park. Mount Edgecombe. KwaZulu-Natal. 4300,,22 Burnside Drive. Old Mill Industrial Park. Mount Edgecombe. KwaZulu-Natal. 4300,Kristin Holmes,,,Import &amp; Export
254304,Certificate_Product_Registration,H. Lundbeck (Pty) Ltd,12/04/2024,AVML@lundbeck.com,12/04/2029,,0000000570.-.12,011 699 1600 and 067 422 5170,Office A1002. First Floor. Knightsbridge. 33 Sloane Street. Bryanston. Johannesburg. Gauteng. 2190,,Office A1002. First Floor. Knightsbridge. 33 Sloane Street. Bryanston. Johannesburg. Gauteng. 2190,Avril Mamosole Molefe,,,Import &amp; Export
254305,Certificate_Product_Registration,Hetero Drugs South Africa (Pty) Ltd,19/07/2021,nokuthula.n@heterodrugs.com ,19/07/2026,,0000001102.-.5,012 621 4300,Waterfall Corporate Campus. Building 2. First Floor. 74 Waterfall Drive. Midrand. 2066,,Waterfall Corporate Campus. Building 2. First Floor. 74 Waterfall Drive. Midrand. 2066,Nokuthula Dube,,,Import &amp; Export
254306,Certificate_Product_Registration,Huvepharma South Africa (Pty) Ltd ,23/01/2026,Dean.Hewson@huvepharma.com ,23/01/2031,,0000001383.-.2,011 027 1323,Block 3. Suite 2. Ruimsig Office Estate. 592 Hole in one Avenue. Ruimsig. 1724,,Block 3. Suite 2. Ruimsig Office Estate. 592 Hole in one Avenue. Ruimsig. 1724,Sarel Jacobus Brand,,,Import &amp; Export
254307,Certificate_Product_Registration,Imperial Market Access Healthcare SA (Pty) Ltd (formerly known as Eden Pharma (Pty) Ltd),27/06/2024,rp.sa.sm@dpworld.com ,27/06/2029,,0000001060.-.8,27 722 077 375,Ground Floor. Office Park. 57 Sarel Baard Crescent. Gateway Industrial Park. Rooihuiskraal. Centurion. Gauteng. 0154,,Ground Floor. Office Park. 57 Sarel Baard Crescent. Gateway Industrial Park. Rooihuiskraal. Centurion. Gauteng. 0154,Marlienka Cloete,,,Import &amp; Export
254308,Certificate_Product_Registration,Ingelheim Pharmaceuticals (Pty) Ltd,12/08/2024,Haseena.seedat@boehringer-ingelheim.com,12/08/2029,,0000000173.-.19,O835036936,Suite 1. Building 4. 2nd Floor. Waterfall Corporate Campus. 74 Waterfall Drive. Midrand. Johannesburg. Gauteng. 2066,,Suite 1. Building 4. 2nd Floor. Waterfall Corporate Campus. 74 Waterfall Drive. Midrand. Johannesburg. Gauteng. 2066,Haseena Seedat,,,Import &amp; Export
254309,Certificate_Product_Registration,Innovata Pharmaceuticals (Pty) Ltd,16/04/2024,grace@innovata.co.za ,16/04/2029,,0000000677.-.16,27 869 990 912,100 Northern Parkway Street. Crownwood Office Park. Block D. Ground Floor. Ormonde. Johannesburg. Gauteng. 2091,,100 Northern Parkway Street. Crownwood Office Park. Block D. Ground Floor. Ormonde. Johannesburg. Gauteng. 2091,Grace Job,,,Import &amp; Export
254310,Certificate_Product_Registration,iNova Pharmaceuticals (Pty) Ltd,15/02/2024,p.ramnath@inovapharma.com,15/02/2029,,0000000217.-.21,27 827 462 028,15E Riley Road. Bedfordview. Johannesburg. Gauteng. 2007,,15E Riley Road. Bedfordview. Johannesburg. Gauteng. 2007,Praenisha Ramnath,,,Import &amp; Export
254311,Certificate_Product_Registration,Intervet South Africa (Pty) Ltd,08/03/2023,jayendran.subramoney@merck.com ,08/03/2028,,0000000548.-.15,27 119 239 347,20 Spartan Road. Spartan. Kempton Park. Gauteng. 1619,,20 Spartan Road. Spartan. Kempton Park. Gauteng. 1619,Jayendran Subramoney,,,Import &amp; Export
254312,Certificate_Product_Registration,iPharma (Pty) Ltd,29/04/2024,Natalie@ipharma.co.za ,29/04/2029,,0000001148.-.3,27 832 586 226,Postnet Suite 319. Private Bag X1007. Lyttelton. Gauteng. 0140,,124 Elevation Avenue. Randjesfontein. Midrand. Gauteng. 1683,Natalie Tanya Hime,,,Import &amp; Export
254313,Certificate_Product_Registration,IPM South Africa NPC,01/06/2023,lyekani@popcouncil.org,01/06/2028,,0000001444.-.1,27 102 710 238,Woodlands Office Park. Building 16. First Floor. 20 Woodlands Drive. Woodmead. Gauteng. 2191,,Woodlands Office Park. Building 16. First Floor. 20 Woodlands Drive. Woodmead. Gauteng. 2191,Lunakazi Yekani,,,Import &amp; Export
254314,Certificate_Product_Registration,Janssen Pharmaceutica (Pty) Ltd t/a Johnson &amp; Johnson Innovative Medicine(Formerly Janssen Pharmaceutica (Pty) Ltd),02/12/2022,sbaijnat@its.jnj.com or pnarsi@its.jnj.com ,02/12/2027,,0000000900.-.16,27 115 187 091,PO Box 273. Halfway House. Midrand. Gauteng. 1685,,2 Medical Road. Halfway House. Midrand. Johannesburg. Gauteng. 1685,Shadika Baijnath,,,Import &amp; Export
254315,Certificate_Product_Registration,Jubilant Pharma SA (Pty) Ltd,05/11/2025,g-rp.sa@jubl.com ,05/11/2030,,0000001377.-.2,27 829 055 767,No. 24 Parrot Avenue. Extension 1. Lenasia. Johannesburg. Gauteng. 1820,,No. 24 Parrot Avenue. Extension 1. Lenasia. Johannesburg. Gauteng. 1820,Vinayagie Govender,,,Import &amp; Export
254316,Certificate_Product_Registration,Juno Pharma SA (Pty) Ltd,14/06/2022,rp@junopharmsa.co.za ,14/06/2027,,0000001420.-.2,010 594 5610 or 072 263 8244,3 Gwen Lane. 4th Floor. Sandton. Gauteng. 2031,,3 Gwen Lane. 4th Floor. Sandton. Gauteng. 2031,Hira Bhavik Gunvant,,,Import only
254317,Certificate_Product_Registration,KAHMA BIOTECH (Pty) Ltd (formerly Litha Vaccines(Pty) Ltd),19/04/2024,Ruth.Lasarow@kahmagroup.co.za ,19/04/2029,,0000000612.-.12,010 045 2500 or 082 569 5514,P O Box 8431- Midrand- 1685,,106 16th Road. Midrand. Gauteng. 1686,Ruth Anne Lasarow nee Kahanovitz,,,Import &amp; Export
254318,Certificate_Product_Registration,Key Oncologics (Pty) Ltd,28/06/2024,jean@keyoncologics.co.za,28/06/2029,,0000000474.-.16,27114830060,Postnet Suite 19. P O Box 92418. Norwood. Gauteng. 2117,,39 11th Avenue. Houghton Estate. Johannesburg. Gauteng. 2198,Jacobus Johannes Lambrechts,,,Import &amp; Export
254319,Certificate_Product_Registration,Kyron Animal Health (Pty) Ltd (Formerly Ascendis Animal Health (Pty) Ltd),25/03/2024,naazia.mamdoo@kyron.org,25/03/2029,,0000001312.-.5,012 661 4076 or 084 645 8510,Unit 45A.45 Parkview Street. Highway Business Park. Rooihuiskraal. Centurion. Gauteng. 0157,,Unit 45A.45 Parkview Street. Highway Business Park. Rooihuiskraal. Centurion. Gauteng. 0157,Naazia Mamdoo,,,Import &amp; Export
254320,Certificate_Product_Registration,Lamar International (Pty) Ltd,13/08/2024,naazneen@lamar.co.za,13/08/2029,,0000001162.-.5,2721 943 0600 and 078 450 5801,2 Waterford Mews. Waterford Place. Century City. Cape Town. 7441,,2 Waterford Mews. Waterford Place. Century City. Cape Town. 7441,Naazneen Chilwan,,,Import &amp; Export
254321,Certificate_Product_Registration,Lamelle Pharmaceuticals (Pty) Ltd,07/04/2025,lize@lamelle.co.za,07/04/2030,,0000001350.-.2,27 832 686 264,Postnet Suite 406. Private Bag X75. Bryanston. Johannesburg. Gauteng. 2021,,Lamelle. Building C1. Northlands Deco Park. Newmarket Road. North Riding. Gauteng. 2169,Lize Janse van Rensberg,,,Import &amp; Export
254322,Certificate_Product_Registration,Laurus Generics SA (Pty) Ltd,10/03/2022,responiblepharmacist@LaurusGenericsSA.com,10/03/2027,,0000001410.-.2,021 202 5742 extension 121 or 082 779 9931,Box 25. Sunclare Building. 21 Dreyer Street. Claremont. Cape Town. 7708,,506 Sunclare Building. 21 Dreyer Street. Claremont. Cape Town. Western Cape. 7708,Nelesh Shashikant Patel,,,Import &amp; Export
254323,Certificate_Product_Registration,Loock Pharmaceuticals (Pty) Ltd,08/06/2022,rp@loockpharmaceuticals.co.za ,08/06/2027,,0000000948.-.9,27145373121,39 Eagles Landing- Rock Cliff Estate- Rustenburg- 0299,,39 Eagles Landing- Rock Cliff Estate- Rustenburg- 0299,Marga van Niekerk,,,Import &amp; Export
254324,Certificate_Product_Registration,Macleods Pharmaceuticals SA (Pty) Ltd,07/04/2022,vanitar@macleodspharma.com ,07/04/2027,,0000001111.-.4,011 682 1169 or 083 266 9223,Office Block 1. Bassonia Estate Office Park (East). 1 Cussonia Drive. Bassonia Rock. Ext. 12. Alberton. 2061,,Office Block 1. Bassonia Estate Office Park (East). 1 Cussonia Drive. Bassonia Rock. Ext. 12. Alberton. 2061,Vanita Rajool,,,Import &amp; Export
254325,Certificate_Product_Registration,MC Pharma (Pty) Ltd,06/02/2024,Pharmacist@mcpharma.co.za or Tracy.Burger@mcpharma.co.za ,06/02/2029,,0000000253.-.13,012 668 3019 or 082 457 7894,62 Constantia Avenue. Mnandi. Centurion. Gauteng. 0157,,62 Constantia Avenue. Mnandi. Centurion. Gauteng. 0157,Tracey Leigh Burger,,,Import &amp; Export
254326,Certificate_Product_Registration,Medchem Pharmaceuticals cc,09/02/2022,thania@medchem.co.za,09/02/2027,,0000000819.-.6,2712 348 0752,5 Goedehoop. 18 Hillview Avenue. Newlands. Pretoria. 0181,,5 Goedehoop. 18 Hillview Avenue. Newlands. Pretoria. 0181,Martiné Kriel,,,Import &amp; Export
254327,Certificate_Product_Registration,Medfour CC trading as Medfour Healthcare,24/08/2022,hanlie@medfour.co.za ,24/08/2027,,0000001155.-.2,2718 290 8034/5,P O Box 20765- Noordbrug- 2522,,31 Burger Street. Baillie Park. Potchefstroom 2531,Johanna Helena Bezuidenhout,,,Import &amp; Export
254328,Certificate_Product_Registration,Medi Challenge (Pty) Ltd,29/01/2024,anton@medichallenge.co.za ,29/01/2029,,0000000228.-.14,0123451802 or 083 632 0060,493 De Jonge Street. Elarduspark X1. Pretoria. Gauteng. 0181,,493 De Jonge Street. Elarduspark X1. Pretoria. 0181,Olivia Labuschagne,,,Import &amp; Export
254329,Certificate_Product_Registration,Medicine Developers International Healthcare CC t/a MDI Healthcare CC,19/12/2024,johandi@global.co.za ,19/12/2029,,0000001165.-.4,2712 460 1525 and 082 588 2133,P.O. Box 35259. Menlo Park. Pretoria. 0102,,374 Anderson Street. Menlo Park. Pretoria- 0081,Johanna(Johandi) Prinsloo,,,Import &amp; Export
254330,Certificate_Product_Registration,Menarini South Africa (Pty) Ltd,05/11/2024,tchetty@menarini.co.za,05/11/2029,,0000001474.-.1,27 733 113 456,Waterside Place. Unit 02D. South Gate Office. Carl Cronje Drive. Tygervalley. Cape Town. Western Cape. 7530,,Waterside Place. Unit 02D. South Gate Office. Carl Cronje Drive. Tygervalley. Cape Town. Western Cape. 7530,Thirosha Chetty,,,Import &amp; Export
254331,Certificate_Product_Registration,Mentholatum South Africa (Pty) Ltd,11/04/2023,lyzelle@mentholatum.co.za or sam@mentholatum.co.za,11/04/2028,,0000000820.-.14,082 566 0566 or 021 702 0620,Golf Park GP4/2B. Raapenberg Road. Mowbray. Cape Town. Western Cape. 7700,,Golf Park GP4/2B. Raapenberg Road. Mowbray. Cape Town. Western Cape. 7700,Lyzelle Judith Woldson,,,Import &amp; Export
254332,Certificate_Product_Registration,Merck (Pty) Ltd,11/04/2024,Dudu.ngqengelele@merckgroup.com ,11/04/2029,,0000000169.-.17,27113725000,1 Friesland Drive. Longmeadow Business Estate South. Modderfontein. Gauteng. 1645,,1 Friesland Drive. Longmeadow Business Estate South. Modderfontein. Gauteng. 1645,Sindisile Duduzile Ngqengelele (neé Bhengu),,,Import &amp; Export
254333,Certificate_Product_Registration,MSQ Pharma (Pty) Ltd,24/05/2023,msq@mweb.co.za ,24/05/2028,,0000001285.-.4,012 004 0913 or 083 459 0836,Soetdoring Office Park. First Floor. 7 Protea Street. Doringkloof. Centurion. Gauteng. 0157,,Soetdoring Office Park. First Floor. 7 Protea Street. Doringkloof. Centurion. Gauteng. 0157,Gesina Wilhelmina Cerff,,,Import &amp; Export
254334,Certificate_Product_Registration,Mundipharma (Pty) Ltd,21/02/2022,Carmen.Heuvel@mundipharma.co.za ,21/02/2027,,0000001101.-.7,021 671 5251 and 073 098 4795,Block D. Grosvenor Square. Park Lane. Century City. Cape Town. 7441,,Block D. Grosvenor Square. Park Lane. Century City. Cape Town. 7441,Carmen Alicia Heuvel,,,Import &amp; Export
254335,Certificate_Product_Registration,Nativa (Pty) Ltd,04/04/2022,avh@nativa.co.za or aadil@nativa.co.za ,04/04/2027,,0000001141.-.5,2712 664 7110,260 Cradock Avenue- Lyttleton- Centurion- 0141,,260 Cradock Avenue- Lyttleton- Centurion- 0141,Annemie van Heerden,,,Import &amp; Export
254336,Certificate_Product_Registration,Neolife International (Pty) Ltd (formerly GNLD International (Pty) Ltd),03/12/2025,DeWetB@za.neolife.com,03/12/2030,,0000000744.-.17,27 114 093 111,1 Heaton Lane. Longlake Ext 19. Modderfontein. Gauteng. 1645,,1 Heaton Lane. Longlake Ext 19. Modderfontein. Gauteng. 1645,De Wet Hugo Bezuidenhout,,,Import &amp; Export
254337,Certificate_Product_Registration,Novagen Pharma (Pty) Ltd,26/02/2025,gawie@novagenpharma.co.za,26/02/2030,,0000001082.-.8,012 345 1747 or 084 384 3894,Office 2. 100 Sovereign Drive. Route 21 Corporate Park. Nellmapius drive. Irene. Pretoria. Gauteng. 0157,,Office 2. 100 Sovereign Drive. Route 21 Corporate Park. Nellmapius drive. Irene. Pretoria. Gauteng. 0157,Gabriël Erwee,,,Import &amp; Export
254338,Certificate_Product_Registration,Novartis South Africa (Pty) Ltd,06/02/2024,kumeshnie.padayachee@novartis.com ,06/02/2029,,0000000242.-.18,27 103 463 900,P O Box 12257- Vorna Valley- Johannesburg- 1686,,Magwa Crescent West. Waterfall City. Jukskei View. Johannesburg. Gauteng. 2090,Kumeshnie Padayachee,,,Import &amp; Export
254339,Certificate_Product_Registration,Novo Nordisk (Pty) Ltd,03/06/2024,eupi@novonordisk.com ,03/06/2029,,0000000225.-.17,27 112 020 500,90 Grayston Drive. Sandown. Sandton. 2031. Gauteng,,90 Grayston Drive. Sandown. Sandton. 2031. Gauteng,Euganthri Pillay,,,Import &amp; Export
254340,Certificate_Product_Registration,Octapharma South Africa (Pty) Ltd,11/08/2025,sean.hancock@octapharma.com ,11/08/2030,,0000001194.-.6,011 465 4269,Building 3. Design Quarter Complex. Corner Winnie Mandela Drive and Leslie Avenue East. Fourways. Johannesburg. Gauteng. 2191,,Building 3. Design Quarter Complex. Corner Winnie Mandela Drive and Leslie Avenue East. Fourways. Johannesburg. Gauteng. 2191,Michelle Engelbrecht (Prinsloo),,,Import
254341,Certificate_Product_Registration,Oethmaan Biosims (Pty) Ltd (Formerly Medreich SA (Pty) Ltd),12/11/2024,mbodhania@oethmaan.co.za,12/11/2029,,0000000990.-.8,27 833 253 741,207A Sherwood House. Greenacres Office Park. Corner of Victory and Rustenburg Roads. Victory Park. Johannesburg. Gauteng. 2195,,207A Sherwood House. Greenacres Office Park. Corner of Victory and Rustenburg Roads. Victory Park. Johannesburg. Gauteng. 2195,Muhammad Mahmood Bodhania,,,Import &amp; Export
254342,Certificate_Product_Registration,Opus Pharmaceuticals (Pty) Ltd,04/07/2023,Suzette.jacobs@opuspharma.co.za ,07/07/2028,,0000000534.-.9,27 210 012 450,Postnet Suite 113. Private Bag X8. Elardus Park. 0047,,Techno-Link. Block K. Route 21 Corporate Park. 63 Regency Drive. Irene. Ext. 30. Pretoria. Gauteng. 0157,Angus Michael Westley,,,Import &amp; Export
254343,Certificate_Product_Registration,Organon South Africa (Pty) Ltd,12/07/2021,Kershion.govender1@organon.com,12/07/2026,,0000001389.-.5,27 672 973 246,Nexus 1 - 3rd Floor. 44 Magwa Crescent. Waterfall City. Midrand. Johannesburg. Gauteng. 2090,,Nexus 1 - 3rd Floor. 44 Magwa Crescent. Waterfall City. Midrand. Johannesburg. Gauteng. 2090,Kershion Govender,,,Import &amp; Export
254344,Certificate_Product_Registration,Oryx Life Sciences (Pty) Ltd,23/10/2023,carine@oryxls.co.za ,23/10/2028,,0000001452.-.2,27 828 715 127,6 Chatelaine Crescent. Altydgedacht. Durbanville. Cape Town. Western Cape. 7550,,6 Chatelaine Crescent. Altydgedacht. Durbanville. Cape Town. Western Cape. 7550,Simonè Calitz,,,Import &amp; Export
254345,Certificate_Product_Registration,P&amp;G South Africa Trading (Pty) Ltd,04/09/2024, bajramovic.h@pg.com,04/09/2029,,0000000557.-.20,010 001 9883 or 071 670 2490,10th Floor. Alice Lane Towers. 15 Alice Lane. Sandton. Johannesburg. Gauteng. 2196,,10th Floor. Alice Lane Towers. 15 Alice Lane. Sandton. Johannesburg. Gauteng. 2196,Yunus Mohamed Motala,,,Import &amp; Export
254346,Certificate_Product_Registration,Pfizer Laboratories (Pty) Ltd,24/06/2025,bronwen.swartz@pfizer.com ,24/06/2030,,0000000790.-.12,27 113 206 300,Building 2. 1st Floor. Maxwell Office Park. Magwa Cresent. Waterfall City. Midrand. Gauteng. 1685,,Building 2. 1st Floor. Maxwell Office Park. Magwa Cresent. Waterfall City. Midrand. Gauteng. 1685,Bronwen Helene Swartz,,,Import &amp; Export
254347,Certificate_Product_Registration,Pharma Dynamics (Pty) Ltd,22/03/2024,c.naude@pharmadynamics.co.za ,22/03/2029,,0000000214.-.12,27 728 572 963,1st Floor. Grapevine House. Steenberg Office Park. Silverwood Close. Westlake. Cape Town. Western Cape. 7945,,1st Floor. Grapevine House. Steenberg Office Park. Silverwood Close. Westlake. Cape Town. Western Cape. 7945,Celeste Naude,,,Import &amp; Export
254348,Certificate_Product_Registration,Pharmacare Limited,18/11/2024,nwhelan@aspenpharma.com ,18/11/2029,,0000000666.-.10,27 112 396 200,Building 12. Healthcare Park. Woodlands Drive. Woodmead. Johannesburg. Gauteng. 2191,,Building 12. Healthcare Park. Woodlands Drive. Woodmead. Johannesburg. Gauteng. 2191,Nikola Jane Whelan,,,Import &amp; Export
254349,Certificate_Product_Registration,Pharmacentrix (Pty) Ltd ,24/05/2021,vikash@pharmacentrix.co.za ,24/05/2026,,0000001382.-.1,082 571 1000,P O Box 790. Ruimsig. 1732,,2nd Floor. 6 Ateljee Street. Randpark Ridge. Randburg. 2169,Vikash Tukurpersad Maharaj,,,Import &amp; Export
254350,Certificate_Product_Registration,Pharmaco Distribution (Pty) Ltd,17/05/2024,carel.swartz@pharmaco.co.za ,17/05/2029,,0000000544.-.14,27117840077,3 Sandown Valley Crescent. South Tower. First Floor. Sandton. Gauteng. 2196,,3 Sandown Valley Crescent. South Tower. First Floor. Sandton. Gauteng. 2196,Carel André Swartz,,,Import &amp; Export
254351,Certificate_Product_Registration,Pharmacorp (Pty) Ltd,29/07/2025,rene.meyer@pharmacorp.co.za ,29/07/2030,,0000001075.-.7,27 128 811 980,29 Victoria Link. Route 21 Corporate Park. Irene. Pretoria. Gauteng.  0178,,29 Victoria Link. Route 21 Corporate Park. Irene. Pretoria. Gauteng. 0178,René Meyer,,,Import &amp; Export
254352,Certificate_Product_Registration,Pharmadyne Healthcare (Pty) Ltd,03/06/2022,rp@pharmadynehealthcare.co.za and info@pharmadynehealthcare.co.za ,03/06/2027,,0000000877.-.5,010 329 0701 or 083 633 7866,72 Steel Road. Spartan. Kempton Park. Gauteng 1619,,72 Steel Road. Spartan. Kempton Park. Gauteng 1619,Kaelene Gounden,,,Import &amp; Export
254353,Certificate_Product_Registration,Pharmaplan (Pty) Ltd,03/07/2024,Freda.loggerenberg@acino.swiss ,03/07/2029,,0000000238.-.14,27 829 260 683,PO Box 8356. Midrand. Johannesburg. Gauteng. 1685,,106 16th Road. Midrand. Johannesburg. Gauteng. 1686,Cornelia Frediricka van Loggerenberg,,,Import &amp; Export
254354,Certificate_Product_Registration,Pharma-Q Holdings (Pty) Ltd,26/07/2021,fatimashakoor@pharmaq.co.za ,26/07/2026,,0000001052.-.6,27 112 471 600,Private Bag X09- Florida- Johannesburg- 1710,,50 Commando Road- Industria West- Johannesburg- 2093,Fatima Shakoor,,,Import &amp; Export
254355,Certificate_Product_Registration,Phyto OTC Health (Pty) Ltd,27/05/2021,dennis@phyto-otc.co.za ,27/05/2026,,0000001199.-.3,011 805 1482,Unit 2B. Block C. 49 New Road. Randjespark. Midrand. 1685,,Unit 2B. Block C. 49 New Road. Randjespark. Midrand. 1685,Dennis Kevin Wilkes,,,Import
254356,Certificate_Product_Registration,Piramal Critical Care (Pty) Ltd,13/04/2023,Divya.Ranchod@piramal.com ,13/04/2028,,0000001295.-.2,27 824 541 781,P O Box 1088. Cresta. Johannesburg. Gauteng. 2118,,Office 2. Ground Floor. Kiepersol House. Stonemill Office Park. 300 Acacia Road. Darrenwood. Johannesburg. Gauteng 2194,Divya Ranchod,,,Import &amp; Export
254357,Certificate_Product_Registration,"Population Services International (Incorporated in United States of America)
External Non-Profit Company",01/06/2022,hstevens@psi.org,01/06/2027,,0000001411.-.2,27 878 090 087,PostNet Suite #1. Private Bag X 8. Elarduspark. Pretoria. Gauteng. 0047,,Block L. 63 Regency Drive. Route 21 Corporate Park. Irene. Centurion. Pretoria. Gauteng. 0152,Hilton Tommy Stevens,,,Import &amp; Export
254358,Certificate_Product_Registration,PPS Pharmaceuticals (Pty) Ltd,04/07/2024,venu@ppspharmaceuticals.com,04/07/2029,,0000001464.-.1,27 102 440 999,23 Kiaat Street. Erf 926. Extension 7. Noordwyk. Midrand. Johannesburg. Gauteng. 1687,,23 Kiaat Street. Erf 926. Extension 7. Noordwyk. Midrand. Johannesburg. Gauteng. 1687,Venubabu Muppalla,,,Import &amp; Export
254359,Certificate_Product_Registration,Qhayisa 2014 Trading &amp; Projects (Pty) Ltd trading as GDR Pharma,14/07/2022,st@gooddocreg.co.za ,14/07/2027,,0000001421.-.1,27 714 730 026,38 Tulbagh Gardens. Corner Tulbagh &amp; Mulder Roads. Glen Marais. Kempton Park. 1619,,38 Tulbagh Gardens. Corner Tulbagh &amp; Mulder Roads. Glen Marais. Kempton Park. 1619,Siphamandla Thwala,,,Import &amp; Export
254360,Certificate_Product_Registration,Ranbaxy (SA) (Pty) Ltd,14/03/2024,susan.heritage@sunpharma.com ,14/03/2029,,0000000243.-.11,012 643 2033 or 072 285 9818,P O Box 10458- Centurion. Gauteng. 0046,,Ground Floor. Tugela House. Riverside Office Park. 1303 Heuwel Avenue. Centurion. Gauteng. 0046,Susan Kerry Heritage,,,Import &amp; Export
254361,Certificate_Product_Registration,RBC Healthcare (Pty) Ltd,28/07/2025,venubm@rbchealthcaresa.com,28/07/2030,,0000001489.-.1,010 224 0999 and 062 804 4801,23 Kiaat Street. ERF 926. Extension 7. Noordwyk. Midrand. Johannesburg. Gauteng. 1687,,23 Kiaat Street. ERF 926. Extension 7. Noordwyk. Midrand. Johannesburg. Gauteng. 1687,Venubabu Muppalla,,,Import &amp; Export
254362,Certificate_Product_Registration,RBC Pharmaceuticals (Pty) Ltd,17/01/2023,info@rbcpharma.com and rbcpharm@gmail.com ,17/01/2028,,0000001436.-.1,27 102 240 999,23 Kiaat Street. ERF 926. Extension 7. Noordwyk. Midrand. Johannesburg. 1687,,23 Kiaat Street. ERF 926. EXT 7 Noordwyk. Midrand. Johannesburg. 1687,Kishore Badavath,,,Import &amp; Export
254363,Certificate_Product_Registration,Roche Products (Pty) Ltd,15/02/2024,anel.jansen_van_vuuren@roche.com ,15/02/2029,,0000000561.-.17,27 115 044 746,90 Bekker Road. Hertford Office Park. Building E. Vorna Valley. Midrand. Johannesburg. 1686,,90 Bekker Road. Hertford Office Park. Building E. Vorna Valley. Midrand. Johannesburg. 1686,Aletta Petronella Jansen van Vuuren,,,Import &amp; Export
254364,Certificate_Product_Registration,Ruby Pharmaceuticals (Pty) Ltd,22/06/2022,arshad@rubypharma.co.za ,22/06/2027,,0000001252.-.3,2772 213 7533,P O Box 431- Pinetown- Durban- 3600,,Unit 1- 96 Hartley Road- Overport- Durban- 4091,Mohamed Arshad Ghoor,,,Import &amp; Export
254365,Certificate_Product_Registration,RX Medicals (Pty) Ltd,11/11/2024,tielmann@rxmedicals.co.za ,11/11/2029,,0000001305.-.2,27 824 170 061,Unit A1. Building 2. Devonbosch. Bottelary Road. Koelenhof. Stellenbosch. Western Cape. 7600,,Unit A1. Building 2. Devonbosch. Bottelary Road. Koelenhof. Stellenbosch. Western Cape. 7600,Tielman Niewoudt,,,Import &amp; Export
254366,Certificate_Product_Registration,Safeline Pharmaceuticals (Pty) Ltd,27/06/2024,robertae@safeline.co.za ,27/06/2029,,0000000410.-.10,011 288 5360 or 082 459 2722,4845 Rugby Street. Weltevreden Park. Roodepoort. Johannesburg. Gauteng. 1715,,4845 Rugby Street. Weltevreden Park. Roodepoort. Johannesburg. Gauteng. 1715,Roberta Lynn Esakovitz,,,Import &amp; Export
