@id,@type,name,amenity,healthcare,addr:city,addr:street,addr:postcode,phone,website,@lat,@lon
13137568138,node,,doctors,doctor,,,,,,-29.1441691,31.4039977
13157762203,node,Dischem,pharmacy,,,,,,,-34.0350424,23.0452322
13157762301,node,Alpha Pharm,pharmacy,,,,,,,-34.0357027,23.0496978
13159481275,node,MedCentre Waterkloof,hospital,hospital,Pretoria,Main Street,0145,,https://themedcentre.co.za,-25.7761323,28.2363948
13228157320,node,Process Oriented Psychotherapist,,psychotherapist,Scarborough,Blesbok Street,7975,+27 735224068,https://lisafoaleprocesswork.com,-34.2024827,18.3790143
13240506502,node,KimMed Private Hospital,clinic,clinic,Kimberley,Du Toitspan Road,,,,-28.7441186,24.7707308
13240506506,node,Kimberley Eye Care Centre,clinic,clinic,Kimberley,Du Toitspan Road,,,,-28.7446203,24.7713931
13242492721,node,KwaMsane Clinic,clinic,clinic,,,,,,-28.4276626,32.1482188
13249397708,node,#OneHealthCare,doctors,doctor,,,,,,-34.0546045,18.5292764
13252542874,node,Clicks,pharmacy,pharmacy,Colesberg,Church Street,,,,-30.7175757,25.0995399
13296144255,node,Clicks,pharmacy,pharmacy,,,,,,-34.0560204,23.3718213
13352672404,node,Discovery Community Health Centre,hospital,hospital,,,,,,-26.1659728,27.8946515
13353409967,node,Chris Pistorius Dental Practice,dentist,dentist,,,,,,-33.9638705,18.8502853
13353434271,node,,,optometrist,,,,,,-26.1486206,27.9023944
13354144622,node,Pharmacy at SPAR,pharmacy,pharmacy,,,,,,-26.1480399,27.9015299
13359236501,node,Panorama Annex,doctors,,,,,,,-33.8768999,18.5768532
13359236601,node,Dis-Chem Pharmacy Oncology,pharmacy,,,Hennie Winterbach Street,,,,-33.8779905,18.5758103
13371778943,node,Arniston / Waenhuiskrans clinic,doctors,doctor,Arniston,Kamp Street,86QH+49,,,-34.6621262,20.2285851
13373425849,node,,clinic,,,,,,,-31.6806160,28.0109645
13377191324,node,,clinic,clinic,Kleinfontein,,,,,-25.8004485,28.4943137
13386143675,node,Dr. Christa Engelbrecht,dentist,,,,,,https://drchristaengelbrecht.com/,-33.9424470,18.8594404
13389231799,node,Pharmacy De Agterbaai,pharmacy,,,,,,,-32.7251243,17.9742812
13408249724,node,Waterside Pharmacy,pharmacy,pharmacy,,,,,,-34.0400414,23.0542106
13413148584,node,Clicks,pharmacy,pharmacy,,,,,,-33.9183700,18.4232198
13413148587,node,Medicape,clinic,clinic,,,,,,-33.9104336,18.4212864
13415957541,node,Serake Clinic,clinic,clinic,,,,,,-25.1430670,25.9738166
13421688203,node,Dental Studio,dentist,dentist,,,,,,-33.9215378,18.4203539
13424208063,node,Clicks,pharmacy,pharmacy,,,,,,-34.0199222,20.4464475
13442075003,node,Clicks,pharmacy,pharmacy,,,,,,-29.3462130,31.2880483
13442219754,node,Dr U. M Naidoo Practice,doctors,doctor,,,,,,-29.3366438,31.2888593
13442219759,node,Stanger X ray,doctors,doctor,,,,,,-29.3368655,31.2886983
13450642301,node,Greenvillage Clinic,clinic,,,Azalia Avenue,,,,-26.2368783,27.8044847
13452007493,node,Winelands Radiology,,medical_imaging,,,,,,-33.9447044,18.8503385
13471175142,node,Hyde Park Square Pharmacy,,pharmacy,,,,,,-26.1294524,28.0334933
13495027801,node,Cape Town Med: Dr Laylah Fayker CT,doctors,,,,,,,-33.9212753,18.4190750
13506263901,node,Morton & Partners Radiologists,clinic,,,,,,,-33.9181157,18.4300266
13506329901,node,HART Fertility Clinic Inc,clinic,,,Mediterranean Street,,,,-33.9192602,18.4325840
13514436186,node,Dr Mahds Pillay,doctors,doctor,,Jacaranda Avenue,,+27 35 550 1005,,-28.4159485,32.1870517
13514458910,node,Dispensary,pharmacy,pharmacy,,,,,,-28.6663213,32.0258938
13514458911,node,Nseleni Community Health Centre,clinic,clinic,,,,,,-28.6665453,32.0257752
13527378287,node,KwaDukuza Private Hospital,hospital,hospital,,,,,,-29.3472419,31.2755292
13538047015,node,,doctors,,,,,,,-33.9915413,19.2928899
13538053013,node,,pharmacy,,,,,,,-33.9908921,19.2911775
13575410393,node,Klinicare Blooms,pharmacy,pharmacy,Gqeberha,Cape Road,6045,+27 41 365 2070,,-33.9485627,25.5653148
13584292473,node,Klinicare MillPark,pharmacy,pharmacy,Port Elizabeth,Cape Road,6001,+27413731033,,-33.9591674,25.5979403
13584362735,node,Klinicare Eye Care,pharmacy,pharmacy,Port Elizabeth,Cape Road,6001,+27414508851,,-33.9541754,25.5844692
13598603737,node,Prins Kem,pharmacy,,,,,,,-33.2223690,22.0292869
13617094289,node,Klinicare Walmer,pharmacy,pharmacy,Gqeberha,Main Road,6070,+27410040041,https://klinicare.co.za,-33.9817983,25.5663111
13617101437,node,Klinicare Oval,pharmacy,pharmacy,Gqeberha,Westbourne Road,6001,+27413741080,https://klinicare.co.za,-33.9609975,25.6061868
13617126837,node,Klinicare Kings Court,pharmacy,pharmacy,Port Elizabeth,Buffelsfontein Road,6070,+27413672735,https://klinicare.co.za,-33.9914622,25.5569591
13624623601,node,Barr’s Pharmacy,pharmacy,pharmacy,,Long Street,,,,-33.9198030,18.4218629
13633211411,node,Klinicare Blue Water Bay,pharmacy,pharmacy,Port Elizabeth,Hillcrest Drive,6210,+27414662662,https://klinicare.co.za,-33.8505200,25.6306924
13639967024,node,,hospital,,,,,,,-28.8810658,27.8721669
13640278942,node,Klinicare Drostdy,pharmacy,pharmacy,Uitenhage,John Street,6229,+27419227095,https://klinicare.co.za,-33.7675339,25.3939277
13640365088,node,Klinicare Despatch,pharmacy,pharmacy,Despatch,Main Street,6220,+27419332109,https://klinicare.co.za,-33.8004754,25.4716411
13640389406,node,Klinicare Heuwelsig,pharmacy,pharmacy,Heuwelsig,Ogilvie Thompson Street,9332,+27514360704,https://klinicare.co.za,-29.0757680,26.1970442
13646991446,node,Clicks,pharmacy,,,,,,,-29.0078024,29.8764340
13671219845,node,Sandton Men's Clinic,clinic,clinic,Sandton,Vanessa Street,2090,+27102059208,https://sandtonmensclinic.co.za/,-26.0580740,28.1157460
13672144145,node,Ali is siek,hospital,hospital,,,,,,-25.6868006,28.2041413
4353198,way,Red Cross War Memorial Children's Hospital,hospital,hospital,Cape Town,Klipfontein Road,7700,+27 21 658 5111,https://www.westerncape.gov.za/redcrosshospital,-33.9542087,18.4887086
4627773,way,Valkenberg Psychiatric Hospital,hospital,hospital,Cape Town,Valkenberg Hospital Road,7925,,,-33.9395823,18.4804230
4835995,way,Port Elizabeth Provincial Hospital,hospital,hospital,Gqeberha,Buckingham Road,6001,,,-33.9577673,25.5997859
5098997,way,Brooklyn Chest Hospital,hospital,hospital,Ysterplaat,"Stanberry Road,",7425,,,-33.9001392,18.4853207
23883140,way,Groote Schuur Hospital,hospital,hospital,"Observatory,Cape Town",Main Road,7937,,https://www.gsh.co.za/,-33.9411298,18.4625845
24379820,way,Dr Yusuf Dadoo Hospital,hospital,hospital,Krugersdorp,cnr Hospital road & Memorial Avenua,1739,,,-26.0994753,27.7839170
24661131,way,Child Guidance Clinic,clinic,clinic,,,,,,-33.9540478,18.4711239
26103725,way,Mediclinic Durbanville Hospital,hospital,hospital,Durbanville,Wellington Road,7550,+27 21 980 2100,https://www.mediclinic.co.za/Hospitals/HospitalDetails/id/5,-33.8256102,18.6546073
26239140,way,St. Joseph's Home,,rehabilitation,,,,,https://www.stjosephshome.org.za/,-33.9644043,18.5729781
27613090,way,Dora Nginza Hospital,hospital,hospital,iBhayi,Spondo Street,,,,-33.8767708,25.5599587
30136349,way,West End Hospital,hospital,hospital,"West End, Kimberley",Green Street,8301,+27 53 861 3911,,-28.7379072,24.7229301
30177297,way,Uitenhage Provincial Hospital,hospital,hospital,Kariega,Channer Street,6230,,,-33.7409058,25.4068725
30695929,way,Elizabeth Donkin Psychiatric Hospital,hospital,hospital,"Gqeberha,Florest Hill",La Roche Drive,6001,+27 41 506 6100,,-33.9796552,25.6263222
30952455,way,Linksfield Clinic,hospital,,"Orange Goove,Johannesburg",24 12th Avenue,2119,,,-26.1605170,28.0963121
41169341,way,Dis-Chem Wellness Centre,pharmacy,,,,,,,-33.9499201,25.5717855
41957383,way,Akeso Crescent Clinic Randburg,clinic,clinic,Boskruin Randburg,Cnr President Fouché Drive & Hawken Avenue,2118,,,-26.0882950,27.9590041
42196800,way,Netcare Olivedale Clinic,hospital,hospital,"Olivedale,Johannesburg",Cnr. President Fouche & Windsor Way,2125,+27 11 777 2000,,-26.0557758,27.9715832
47183182,way,Netcare Unitas Hospital,hospital,hospital,Lyttelton Centurion,Clifton Avenue,0140,,,-25.8321542,28.1958418
47655509,way,Life Groenkloof Hospital,hospital,hospital,Groenkloof,George Storrar Drive,0181,,,-25.7707391,28.2162207
48588134,way,Netcare Garden City Hospital,hospital,hospital,Johannesburg,Bartlett road,2092,,,-26.1975042,28.0048739
53440808,way,Dr Emil Goosen,doctors,doctor,Gqeberha,Cape Road,,,,-33.9543415,25.5848302
54199035,way,Tembisa Hospital,hospital,alternative;birthing_center;blood_donation;dentist;hospital;optometrist;pharmacy;physiotherapist;rehabilitation,Tembisa,Flint Mazibuko Drive,1632,,,-25.9830987,28.2374751
58848750,way,Hillbrow Community Health Centre,clinic,clinic,"Hillbrow,Johannesburg",Corner Klein and Smit street,,+27 11 694 3753,,-26.1935370,28.0454029
59530128,way,Chris Hani Baragwanath Hospital,hospital,hospital,Johannesburg,Chris Hani road,1864,,https://www.chrishanibaragwanathhospital.co.za/,-26.2623308,27.9388867
61111320,way,Vryheid Hospital,hospital,hospital,Vryheid,Coswald Brown Street,3100,+27 34 982 2111,www.kznhealth.gov.za/vryheidhospital.htm,-27.7578836,30.7974813
61965453,way,Union Hospital,hospital,hospital,Alberton,Clinton Road 1449,1449,,,-26.2702204,28.1204357
62124861,way,Brewelskloof Hospital,hospital,hospital,Worcester,"Haarlem Street, Panorama",6850,,,-33.6213791,19.4577376
62288610,way,1 Military Hospital,hospital,hospital,Pretoria,Voortrekker Road,0126,,,-25.7780528,28.1591914
68305686,way,Vincent Pallotti Hospital,hospital,hospital,Pinelands,Alexandra Road,7405,,,-33.9443723,18.4893303
70534422,way,Addington Hospital,hospital,hospital,"South Beach, Durban, Kwazulu-Natal",Erskine Road,,+27 31 327 2002,http://www.kznhealth.gov.za/addingtonhospital.htm,-29.8619851,31.0411465
77162883,way,Itereleng Clinic,clinic,clinic,Dobsonville,Elias Motsoaledi Road,1863,+27 11 989 0304,,-26.2175861,27.8707597
77618475,way,,,yes,Cape Town,Camp Street,,,,-33.9343877,18.4097285
83231018,way,Linmed Hospital,hospital,hospital,Benoni,Hull Road,1514,,,-26.1456440,28.3299033
85653107,way,,,centre,,,,,,-33.9573082,22.4556725
85653108,way,,clinic,clinic,,,,,,-33.9559401,22.4523115
85653109,way,Geneva Clinic,clinic,clinic,,,,,,-33.9575061,22.4517009
85653141,way,Intercare George,doctors,doctor,,,,,,-33.9567949,22.4511806
86253731,way,Dr George Mukhari,hospital,hospital,"Ga-Rankuwa Unit 2, Gauteng",Sekwati Street,,+27 12 529 3000,,-25.6175824,28.0117961
87299724,way,Greys Hospital,hospital,hospital,Pietermaritzburg,Town Bush Road,,,http://www.kznhealth.gov.za/greyshospital.htm,-29.5808866,30.3625830
88213144,way,Helderberg Hospital,hospital,hospital,Somerset West,c/o Lourensford and Hospital Roads,7130,+27 21 850 4700,http://www.helderberghospital.co.za/,-34.0757445,18.8572391
90142651,way,Rahima Moosa Mother And Child Hospital,hospital,hospital,"Coronationville, Johannesburg",Corner Fuel and Oudtshoorn Street,,+27 11 470 9000,www.health.gpg.gov.za/hospitals/pages/Rahima-Moosa.aspx,-26.1890974,27.9722241
90456519,way,Josie Pearson TB Hospital,hospital,hospital,Port Elizabeth (Gqeberha),Mission Road,1820,,,-33.8924396,25.4692411
91840918,way,Waterval Boven Hospital,hospital,hospital,Waterval Boven,Slaaihoek Pad,1195,+27 13 257 0015,,-25.6481455,30.3383290
95192221,way,Ladysmith Hospital,hospital,hospital,Ladysmith,"Malcom Road,",3370,,,-28.5575035,29.7647992
97327454,way,Schuin Villa Pharmacy,pharmacy,pharmacy,Gqeberha,Cape Road,6055,+27 41 364 3566,,-33.9485999,25.5623553
98321531,way,Sungardens Hospice,doctors,doctor,,18 Twig Street,,+27 12 348 1934,www.sungardens.org.za,-25.7680265,28.2924383
98473225,way,Northdale Hospital,hospital,hospital,Northdale Pietermaritzburg,Chota Motala Road,3200,+27 33 387 9000,,-29.5764540,30.4034800
101362730,way,Kayamandi Clinic,hospital,hospital,"Kayamandi, Stellenbosch",56 Bassi Street,,,,-33.9192475,18.8463481
104541680,way,,hospital,hospital,,,,,,-31.6324438,29.5457111
104845508,way,Nelson Mandela Academic Hospital,hospital,hospital,"Mthatha, Eastern Cape",Nelson Mandela Drive,,,,-31.5877430,28.7646348
105443315,way,Canzibe Hospital,hospital,hospital,,,,,,-31.8086593,29.0665630
105465651,way,Libode Clinic,hospital,hospital,Libode Village,,5160,,,-31.4659594,29.1705787
106314020,way,Ntshabeni Clinic,hospital,,Mthata,Park Road,5099,,,-31.5336944,28.6782028
106331609,way,Life St Mary`s Private Hospital,hospital,hospital,Mthatha,Durham Road,5100,+27 47 505 5600,,-31.5910728,28.7850575
106622389,way,Dordrecht Clinic,hospital,hospital,"Dordrecht, Chris Hani District Municipality",Klip Sreet,,,,-31.3775763,27.0480839
106644802,way,Cloete Joubert Hospital,hospital,hospital,"Barkly East,Eastern Cape",Voortrekker Street,9786,,https://www.echealth.gov.za/,-30.9682719,27.5869111
106768315,way,Empilisweni Hospital,hospital,hospital,"Sterkspruit, Eastern Cape",Main Stree,9762,+27 51 611 0037; +27 51 611 0039,,-30.5335690,27.3745715
107947191,way,Margery Parkes SANTA Hospital,hospital,hospital,"Bree Street, Santaville, Graaff-Reinet, Eastern Cape,",,6280,,,-32.2677094,24.5559344
112854575,way,Joe Slovo Community Health Centre,hospital,hospital,Garies,Main Road,8220,,,-30.5698917,17.9917776
117060065,way,Polokwane Provincial Hospital,hospital,birthing_centre;blood_donation;dentist;doctor;hospital;optometrist;pharmacy;physiotherapist,Polokwane,Hospital Street,0700,,,-23.8943610,29.4594448
121931107,way,Mediclinic Pietermaritzburg,hospital,hospital,Pietermaritzburg,Payn Street,3201,+27 33 845 3700,https://www.mediclinic.co.za/,-29.6092041,30.3891737
121991509,way,Townhill Mental Hospital,hospital,hospital,Pietermaritzburg,Hyslop Road,,,,-29.5852001,30.3677578
126509141,way,Port Shepstone Regional Hospital,hospital,hospital,port shepstone,Bazley Street,4680,+27 39 688 6000,,-30.7434353,30.4507328
126509221,way,Hibiscus Private Hospital,hospital,hospital,Port Shepstone,George Street,,,,-30.7415957,30.4513512
131405773,way,Temba Hospital,hospital,hospital,"Kabokweni, Mpumalanga",Kabokweni Road,1245,+27 13 796 9400,,-25.3450581,31.1205813
136192282,way,Umtata General Hospital,hospital,hospital,Mthatha,Blakeway Road,5099,+27 47 502 4432; +27 47 502 4433,,-31.5919640,28.7741450
136258467,way,Far East Rand Hospital,hospital,hospital,"New State Areas, Springs, Johannesburg",Hospital Road,1559,+27 11 812 8300,,-26.2357215,28.4056154
137992146,way,Faerie Glen Hospital,hospital,hospital,"Faerie Glen,Pretoria",Cnr Atterbury Oberon Avenue,0043,+27 12 369 5600,,-25.7833469,28.2912084
137992147,way,Faerie Flen Medical Suites,clinic,clinic,"Faerie Glen,Pretoria",Cnr Atterbury Oberon Avenue,0043,+27 12 369 5600,,-25.7841657,28.2910599
138119261,way,Pretoria Urology Hospital,hospital,doctor;hospital;physiotherapist;rehabilitation,PRETORIA,"1162 Cnr Grosvenor St &, Pretorius St, Hatfield, Pretoria,",0028,+27 12 423 4000,https://www.urology.co.za,-25.7440852,28.2377822
139759144,way,Dr Helga Kuhn Clinic,clinic,clinic,,,,,,-26.4972763,27.8374249
139926244,way,Life Brooklyn Day Hospital,hospital,hospital,Pretoria,Jan Shoba Street,0181,+27 12 433 0860,,-25.7693204,28.2358146
142266173,way,Letitia Bam,hospital,hospital,KwaNobuhle,Matanzima Road,,,,-33.8080314,25.3982060
142337628,way,Empilweni Hospital,hospital,hospital,iBhayi,Mati Road,,,,-33.9089881,25.5857563
145512951,way,,hospital,hospital,,,,,,-26.1593541,28.3120988
147727753,way,Medivaal Hospital,hospital,hospital,Vanderijilpark,Jan Van Riebeeck Boulevard,"1911,",+27 16 454 6000,,-26.7045149,27.8373042
147735143,way,Drs Reid and de Lange Eye Clinic,hospital,hospital,vanderbijlpark,Ravel Street,,,,-26.7375768,27.8214922
149042030,way,Medicross Fish Hoek,clinic,clinic,Fish Hoek Cape Town,5th Avenue,7975,+27 21 782 6057,,-34.1373315,18.4275277
149766235,way,Genesis Care Centre,hospital,hospital,"Port Shepstone, Kwazulu-Natal",Izotsha Road,,+27 39 685 7010,,-30.7552409,30.4105494
153305873,way,Mediclinic Limpopo,hospital,hospital,Polokwane,Plein Street,0699,+27 15 290 3600,https://www.mediclinic.co.za/en/limpopo/home.html,-23.9085401,29.4641803
154338092,way,Bhisho Provincial Hospital,hospital,hospital,Bisho,komga Road,5605,,,-32.8281536,27.4550665
164977363,way,Wesfleur Hospital,hospital,hospital,Atlantis,Wesfleur Circle,7349,+27 21 571 8043,,-33.5648466,18.4952593
168965151,way,General Justice Gizenga Mpanza Regional Hospital (formerly Stanger Hospital),hospital,hospital,"Kwadukuza, Stanger",Corner of King Shaka and Patterson Street,4449,+27 32 437 6000,,-29.3350716,31.2843182
193114413,way,Harry Gwala Regional Hospital,hospital,hospital,,,,,,-29.6485240,30.3326716
194740668,way,Swellendam Medical Care Centre,doctors,doctor,,Voortrek Street,,,,-34.0230306,20.4410094
202636308,way,Netcare Lakeview Hospital,hospital,hospital,Benoni,Mowbray Avenue,1500,,,-26.1838858,28.3122567
209592404,way,,clinic,clinic,,,,,,-29.7633338,30.7492298
211952430,way,Victoria House Medical & Dental Centre,doctors,doctor,Rosebank,Belmont Road,7700,,,-33.9594640,18.4769356
213720592,way,Mediclinic George,hospital,hospital,George,Cnr Gloucester & York Street,6530,,,-33.9571959,22.4564926
214110503,way,Medicross Boksburg,hospital,hospital,Boksburg,North Rand Road,1459,,https://www.netcare.co.za/netcare-facilities/medicross-boksburg,-26.1781372,28.2553458
215313904,way,Life Beacon Bay Private Hospital,hospital,hospital,"Beacon Bay, East London",Quenera Drive,5205,,,-32.9486694,27.9389680
215644938,way,,pharmacy,,,,,,,-30.1495482,30.0588056
217484563,way,Elliot Provincial Hospital,hospital,hospital,,,,,,-31.3284521,27.8552424
217864438,way,Panorama Medical Centre,clinic,clinic,"Panorama, Parow",Hennie Winterbach Street,,,,-33.8770064,18.5768573
218396410,way,Adelaide Provincial Hospital,hospital,hospital,,,,+27 46 684 0066,,-32.7001533,26.2944723
218396411,way,Fort Beaufort Provincial,hospital,hospital,"Fort Beaufort, Eastern Cape",Bell Street,5700,+27 46 645 1111,,-32.7807969,26.6344567
218396412,way,Fort England Psychiatric Hospital,hospital,hospital,,,,,,-33.3173853,26.5453478
218396415,way,Grey Provincial Hospital,hospital,hospital,Qonce,Kings Road,5600,+27 43 643 3300,,-32.8788768,27.3953702
218396420,way,Settlers Hospital,hospital,hospital,"Grahamstown, Eastern Cape",Milner Street,6140,,,-33.3019759,26.5152573
218396423,way,Tower Psychiatric Hospital,hospital,hospital,Fort Beaufort,Somerset Street,5720,+27 46 645 1122,,-32.7714541,26.6240941
218396424,way,Victoria Hospital,hospital,hospital,Alice,Kuntselamanzi Street,5700,+27 40 653 1141,,-32.7751514,26.8447951
219062624,way,St Lucy's Hospital,hospital,hospital,"Tsolo,Eastern Cape",,5171,,https://www.echealth.gov.za/,-31.2981461,28.6298562
220545296,way,Stikland Psychiatric Hospital,hospital,hospital,Bellville,De la Haye Avenue,7530,+27 21 9404400,http://www.stiklandhospital.co.za/,-33.8967876,18.6592060
223670765,way,Petervale Clinic,clinic,clinic,"Sandton,Johannesburg",Witkoppen street & Cambridge Road,2151,,,-26.0377563,28.0471383
224463441,way,Gordonia Hospital,hospital,hospital,"Upington, Northern Cape",Schroeder Street,8801,+27 54 338 6100,,-28.4467970,21.2649150
225491681,way,Midstream Medical Centre,hospital,clinic;physiotherapist,Midstream Estate,Madeleine Street,1692,,https://cure.co.za/cure-midstream/,-25.9226669,28.1906880
225829797,way,Baniyena Primary Health Care Clinic,hospital,,,,,,,-30.1187810,30.5874830
227102380,way,Heart Hospital,hospital,hospital,Arcadia,Park Street,0132,+27 12 440 0200,https://www.mediclinic.co.za/en/heart-hospital/home.html,-25.7494251,28.2069870
228182389,way,B.J. Vorster Hospital,hospital,hospital,Kareedouw,Cnr Krom & Baken Street,6400,+27 42 288 0210,,-33.9516263,24.2969030
228182390,way,Life Isivivana Private Hospital,hospital,hospital,Humansdorp,Du Plessis Street,,+27 42 200 4250,,-34.0307351,24.7818345
228182391,way,P.Z. Meyer Hospital,hospital,hospital,Humansdorp,Kraanvoël Street,6300,+27 42 291 2072,,-34.0223992,24.7583044
228182392,way,Willowmore Hospital,hospital,hospital,"Willowmore, Eastern Cape",Knysna Street,6445,+27 44 923 1148,,-33.3004544,23.4769475
228183135,way,Nkqubela Chest Hospital,hospital,hospital,"Mdantsane Township, Eastern Cape",Billie Road,5219,,,-32.9320924,27.7408263
228183136,way,Nompumelelo Hospital,hospital,hospital,"Peddie, Eastern Cape",Grahamstown Road,5640,+27 40 673 3321; +27 40 673 3324,,-33.2080457,27.1319705
228251401,way,Cecilia Makiwane Hospital,hospital,hospital,Mdantsane,Billie Road,5206,+27437082324,,-32.9277630,27.7437248
228795676,way,Malamulele Hospital,hospital,hospital,"Malamuele, Limpopo","Malamulele Village, Malamulele Street",0982,+27 15 851 0026,,-22.9956223,30.6960623
229314312,way,Ntabamhlope Provicial CHC,clinic,clinic,,,,,,-29.1037536,29.6883936
230195885,way,Netcare Sunninghill Hospital,hospital,hospital,Sunninghill Sandton,Cnr Witkoppen & Nanyuki Roads,2196,+27 11 806 1500,https://www.netcare.co.za/live/netcare_content.php?Item_ID=5564,-26.0377623,28.0696784
231569144,way,Medical Assistance Doctor,doctors,doctor,,,,,,-24.9913267,31.5896868
231762776,way,Red Cross War Memorial Children's Hospital: Division of Child and Adolescent Psychiatry,hospital,hospital,Rosebank,Sawkins Road,7700,,,-33.9529335,18.4812339
237267827,way,Mediclinic Morningside,hospital,hospital,"Midstream Hill, Midstream","Cnr Midstream Drive Midstream Hill Boulevard,",1692,,https://www.mediclinic.co.za/hospitals/Pages/about.aspx?h=16,-26.0945577,28.0548136
237356110,way,Mossel Bay Hospital,hospital,hospital,,,,,,-34.1866599,22.1289268
238306226,way,Ikhutseng (Klipgat) Clinic,clinic,clinic,Klipgat,,,,,-25.4793412,27.9979661
240775763,way,Hillcrest Medical Centre,clinic,clinic,Hillcrest,Old Main Road,3610,+27 31 765 3388,,-29.7777935,30.7634229
241010713,way,70th Fourth Avenue Dental Surgery,dentist,dentist,Gqeberha,4th Avenue,,+27 41 3640041,,-33.9502163,25.5648426
241993350,way,Port Elizabeth Eye and Laser Institute,clinic,clinic,Gqeberha,Cape Road,6001,+27 41 373 0682,https://www.eyeandlasersa.com/,-33.9540633,25.5840587
241995689,way,Cape Road Dental Centre,dentist,dentist,Gqeberha,Cape Road,,+27 41 373 7638,,-33.9566694,25.5915605
244925858,way,Tintswalo Hospital,hospital,hospital,Acornhoek,Chavelagaza Road,1360,,,-24.5904300,31.0610576
246268899,way,Chinn's Corner Pharmacy,pharmacy,pharmacy,Cape Town,Buitenkant Street,8001,,https://www.alphapharmacies.co.za/department/chinns-corner-pharmacy/,-33.9334585,18.4195529
246966078,way,,hospital,hospital,,,,,,-25.6952492,31.7863147
250220825,way,I.O.D. and Medical Centre,doctors,doctor,Gqeberha,Westbourne Road,,+27 41 3733777,http://www.theiodcentre.co.za/,-33.9599600,25.6013248
251670890,way,Campus Health Service,doctors,doctor,,,,,,-33.9355971,18.8694883
255400974,way,Mgobodi Community Clinic,hospital,hospital,"Mpumalanga, South Africa",Mgobode,,,,-25.8600683,31.7038437
255923081,way,Gansbaai Clinic,clinic,clinic,Gansbaai,Main Street,,+27 28 814 3530 x3535,,-34.5904047,19.3505192
256716507,way,Eshowe District Hospital,hospital,hospital,Eshowe,Kangela Street,3815,,,-28.8902212,31.4662189
258034177,way,Thabamoopo Psychiatric Hospital,hospital,hospital,,,,+27 15 632 4112,,-24.3025996,29.5492212
258035081,way,Lebowakgomo Hospital,hospital,hospital,"Lebowakgomo, Chuenespoort, Polokwane",Zone A,,,,-24.2940961,29.5283251
258804521,way,Northern Cape Mental Healthcare Hospital,hospital,hospital,,,,,,-28.7717633,24.7219903
260088377,way,Lifecarstenof Hospital,hospital,hospital,"Glen Austin, Midrand",Dane Road,1685,,,-26.0292476,28.1390671
261372975,way,Rhodesfield Pharmacy,pharmacy,,,,,,,-26.1199369,28.2304004
263350070,way,Mbongolwane District Hospital,hospital,hospital,,,,+27 35 476 6103; +27 35 476 6104,,-28.9358139,31.1955520
263454519,way,,hospital,hospital,,,,,,-28.6417993,30.8930935
263454520,way,,hospital,hospital,,,,,,-28.6419764,30.8933826
263454524,way,,hospital,hospital,,,,,,-28.6418615,30.8931734
263454616,way,,hospital,hospital,,,,,,-28.6423286,30.8938050
263454683,way,,hospital,,,,,,,-28.6421400,30.8918869
263454685,way,Ekombe Hospital,hospital,hospital,"Nkandla, Kwazulu Natal",Kranskop Road,3268,,,-28.6411502,30.8932557
263978143,way,Wisani Medical Centre,hospital,hospital,Ga-Rankuwa,Mosoane Street,0221,+27 12 703 1294,,-25.6157423,27.9856450
264426460,way,Mokopane Hospital,hospital,hospital,Mokopane,Dudu Madisha Street,,,,-24.1526417,28.9887656
267236976,way,Ekhombe Hospital,hospital,hospital,Qhudeni Area Nkandla Municipality Nkandla,Kranskop Road,3855,,,-28.6985351,31.1237490
267970236,way,Catherine Booth Hospital,hospital,hospital,Amatikulu,KwaKhoza Reserve,3801,+27 35 474 8407,,-28.9978252,31.4757391
267992828,way,Appelbosch Hospital,hospital,hospital,Ozwathini,R614 Wartburg Road,3242,,,-29.3897132,30.8430538
267992829,way,Benedictine Provincial Hospital,hospital,hospital,Nongoma,Main Road,,,,-27.8934415,31.6398498
267992830,way,Bethesda Hospital,hospital,hospital;laboratory;physiotherapist;rehabilitation,Ubombo,"N2 North to Mkuze, left at T-junction",3970,,,-27.5735301,32.0819094
267992831,way,Ceza Provincial Hospital,hospital,hospital,"Echibini Area, Ceza",Echibini Road,3866,,,-27.9965777,31.3757685
267992832,way,Charles James Hospital,hospital,hospital,Ezimbokodweni,Sompukane Road,,,,-30.0066651,30.9026312
267992833,way,Charles Johnson Memorial Hospital,hospital,hospital,Nquthu,Hlubi Street,,,www.kznhealth.gov.za/cjmhospital.htm,-28.2110450,30.6736785
267992834,way,Christ the King Hospital,hospital,hospital,"Ixopo, Kwazulu Natal",Peter Hauff Drive,3276,,www.kznhealth.gov.za/christthekinghospital.htm,-30.1623311,30.0777238
267992835,way,Church of Scotland Hospital,hospital,hospital,Tugela Ferry,Main Dundee Road,,,,-28.7466056,30.4506679
272205243,way,Eerste River Hospital,hospital,hospital,"Perm Gardens, Eerste River",Humbolt Avenue,7100,+27 21 902 8000,,-33.9980223,18.7192193
272205244,way,False Bay Hospital,hospital,hospital,Fish Hoek,Seventeenth Avenue,7975,+27 21 782 1121,,-34.1311670,18.4146495
272205247,way,Khayelitsha Hospital,hospital,hospital,"Khayelitsha, Cape Town",C/o Steve Biko and Walter Sisulu Drives,7784,+27 21 360 4200,,-34.0508969,18.6745750
272205248,way,Mitchells Plain Hospital,hospital,hospital,Mitchells Plain,A.Z. Berman Drive,7789,+27 21 377 4300,,-34.0217081,18.6125184
