FacilityId,FacilityName,Province,District,SubDistrict,facility_type,ownership,latitude,longitude,address,ideal_clinic_score,ideal_clinic_category,email,contact_person,hprs_status,wbot_teams,momconnect,medicine_stock_mgmt,ccmdd_linked,registered_patients
841451,Mnyamana Clinic,KwaZulu-Natal Province,Harry Gwala District Municipality,Dr Nkosazana Dlamini Zuma Local Municipality,Clinic,Gov Province,-29.81579,29.93348,Mnayamana Area Bulwer,92,Gold,NONE,,Yes,,,,Yes,
524124,Molokohlo Clinic,KwaZulu-Natal Province,iLembe District Municipality,Ndwedwe Local Municipality,Clinic,Gov Province,-29.4923,31.0362,Mwolokohlo Ndwedwe,90,Gold,NONE,,Yes,,,,Yes,
523360,Molweni Clinic,KwaZulu-Natal Province,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,Clinic,Gov Province,-29.7399,30.8787,Molweni Clinic Inanda Rd Molweni,89,Gold,molweni.clinic@kznhealth.gov.za,,No,,,,Yes,
860906,Mondlo 2 Clinic,KwaZulu-Natal Province,Zululand District Municipality,AbaQulusi Local Municipality,Clinic,Gov Province,-27.976376,30.709639,Mondlo 2 Vryheid,87,Gold,NONE,,Yes,,,,Yes,
365551,Montebello Gateway Clinic,KwaZulu-Natal Province,iLembe District Municipality,Ndwedwe Local Municipality,Clinic,Gov Province,-29.439906,30.807266,614 Noordsberg Road,79,Silver,,S. G. G. Khawula,Yes,,,,Yes,
650624,Mooi River Clinic,KwaZulu-Natal Province,uMgungundlovu District Municipality,Mpofana Local Municipality,Clinic,Gov Province,-29.20739,29.99611,46 Lawrence road Mooi River,88,Gold,,,Yes,,,,Yes,
704751,Morrison's Post Clinic,KwaZulu-Natal Province,Ugu District Municipality,Umzumbe Local Municipality,Clinic,Gov Province,-30.56581,30.421727,Morrison Street Morrison,68,Not achieved,,,Yes,,,,Yes,
548024,Mosvold Gateway Clinic,KwaZulu-Natal Province,Umkhanyakude District Municipality,Jozini Local Municipality,Clinic,Gov Province,-27.13812,32.00515,C/O osvold Hospital Ingwavuma,84,Gold,,,Yes,,,,Yes,
885424,Mpandleni Clinic,KwaZulu-Natal Province,King Cetshwayo District Municipality,Nkandla Local Municipality,Clinic,Gov Province,-28.6197,31.09231,dlangubo lane nkandla,0,0,NONE,,No,,,,Yes,
461706,Mpembeni Clinic,KwaZulu-Natal Province,Umkhanyakude District Municipality,Big 5 Hlabisa Local Municipality,Clinic,Gov Province,-28.13303,31.94137,Private Bag X5001 Mpembeni Clinic Hlabisa Mpembeni,87,Gold,None,,Yes,,,,Yes,
868242,Mphise Clinic,KwaZulu-Natal Province,iLembe District Municipality,Maphumulo Local Municipality,Clinic,Gov Province,-29.0172,31.101,Khabane area,63,Not achieved,NONE,Mthandeni,Yes,,,,Yes,
277051,Mpola Clinic,KwaZulu-Natal Province,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,Clinic,Gov Municipality,-29.8536,30.8107,off milky way mpola mpola,86,Gold,,,Yes,,,,Yes,
830151,Mpophomeni Clinic,KwaZulu-Natal Province,uMgungundlovu District Municipality,uMngeni Local Municipality,Clinic,Gov Province,-29.56525,30.17552,2692 Mtholampilo road Merrivale,81,Not achieved,,,Yes,,,,Yes,
663560,Mpukunyoni Clinic,KwaZulu-Natal Province,Umkhanyakude District Municipality,Mtubatuba Local Municipality,Clinic,Gov Province,-28.36733,32.17417,Mpukunyoni Area Hlabisa,57,Not achieved,,,Yes,,,,Yes,
262642,Mpumalanga Clinic,KwaZulu-Natal Province,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,Clinic,Gov Province,-29.8039,30.6217,Meyiwa Main Rd Hammarsdale,59,Not achieved,bongekile.nxumalo@kznhealth.gov.za,,Yes,,,,Yes,
757351,Mpumelelo Clinic,KwaZulu-Natal Province,iLembe District Municipality,KwaDukuza Local Municipality,Clinic,Gov Province,-29.1943,31.2912,Doesbag Road Stanger,77,Silver,mpumelelo.clinic@kznhealth.gov.za,,Yes,,,,Yes,
868715,Mpumuza Clinic,KwaZulu-Natal Province,uMgungundlovu District Municipality,Msunduzi Local Municipality,Clinic,Gov Province,-29.60599,30.27101,Mabane area Sweetwater Plessislaer,79,Silver,mpumuza.clinic@kznhealth.gov.za,,Yes,,,,Yes,
497642,Mpungamhlophe Clinic,KwaZulu-Natal Province,Zululand District Municipality,Ulundi Local Municipality,Clinic,Gov Province,-28.266024,31.253772,Mpungamhlophe Mahlabathini,72,Silver,NONE,,Yes,,,,Yes,
411433,Mqatsheni Clinic,KwaZulu-Natal Province,Harry Gwala District Municipality,Dr Nkosazana Dlamini Zuma Local Municipality,Clinic,Gov Province,-29.589119,29.525543,,76,Not achieved,,NULL,Yes,,,,Yes,
316615,Mseleni Gateway Clinic,KwaZulu-Natal Province,Umkhanyakude District Municipality,uMhlabuyalingana Local Municipality,Clinic,Gov Province,-27.3251,32.55628,,67,Not achieved,,NULL,Yes,,,,Yes,
388624,Mshudu Clinic,KwaZulu-Natal Province,Umkhanyakude District Municipality,uMhlabuyalingana Local Municipality,Clinic,Gov Province,-26.93233,32.71835,Mshudu area KwaNgwanase KwaNgwanase,83,Gold,,,Yes,,,,Yes,
274533,Msizini Clinic,KwaZulu-Natal Province,Umzinyathi District Municipality,Msinga Local Municipality,Clinic,Gov Province,-28.751414,30.548992,Othame Area,66,Not achieved,,Dudu Majola,Yes,,,,Yes,
986624,Msunduze Bridge Clinic,KwaZulu-Natal Province,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,Clinic,Gov Province,-29.663,30.6368,9 magayisa road cato ridge,75,Silver,philisiwe.sosibo@kznhealtrh.gov.za,,Yes,,,,Yes,
218433,Mthandeni Clinic,KwaZulu-Natal Province,iLembe District Municipality,Maphumulo Local Municipality,Clinic,Gov Province,-29.2622,31.0777,Khabane area Maphumulo,75,Silver,NONE,,Yes,,,,Yes,
343151,Mthimude Clinic,KwaZulu-Natal Province,Ugu District Municipality,Ray Nkonyeni Local Municipality,Clinic,Gov Province,-30.7975,30.0416,Harding Road Port Shepstone,81,Gold,,Mrs B.L Ngesi,Yes,,,,Yes,
712124,Mthungweni Clinic,KwaZulu-Natal Province,King Cetshwayo District Municipality,Nkandla Local Municipality,Clinic,Gov Province,-28.811,31.0538,Mamba area Eshowe,55,Not achieved,NONE,,Yes,,,,Yes,
825151,Mtubatuba Clinic,KwaZulu-Natal Province,Umkhanyakude District Municipality,Mtubatuba Local Municipality,Clinic,Gov Province,-28.41114,32.18522,Lot 379 John Ross Highway Mtubatuba Mtubatuba,84,Gold,,,Yes,,,,Yes,
472251,Muden Clinic,KwaZulu-Natal Province,Umzinyathi District Municipality,Umvoti Local Municipality,Clinic,Gov Province,-28.979384,30.371622,Ntembisweni Rd,92,Platinum,,T.A. Mchunu,Yes,,,,Yes,
960142,Mumbe Clinic,KwaZulu-Natal Province,Umzinyathi District Municipality,Msinga Local Municipality,Clinic,Gov Province,-28.73982,30.55259,Tugela Ferry,83,Gold,None,L.J. Mavundla,Yes,,,,Yes,
562215,Mvelabusha Clinic,KwaZulu-Natal Province,Umkhanyakude District Municipality,uMhlabuyalingana Local Municipality,Clinic,Gov Province,-27.15949,32.71307,Velabusha Area KwaNgwanase,89,Gold,,,Yes,,,,Yes,
141951,Mvoti Clinic,KwaZulu-Natal Province,Harry Gwala District Municipality,uMzimkhulu Local Municipality,Clinic,Gov Province,-30.192107,29.867549,Nazareth A/A Umzimkhulu,96,Platinum,,,Yes,,,,Yes,
251333,Mvubukazi Clinic,KwaZulu-Natal Province,Harry Gwala District Municipality,uMzimkhulu Local Municipality,Clinic,Gov Province,-30.281494,29.847173,Bhala location Umzimkhulu,95,Platinum,,,Yes,,,,Yes,
987315,Mvutshini Clinic (Hibiscus Coast),KwaZulu-Natal Province,Ugu District Municipality,Ray Nkonyeni Local Municipality,Clinic,Gov Province,-30.8601,30.3717,Mvutshini Area Mvutshini,88,Gold,,,Yes,,,,Yes,
442706,Mvutshini Clinic (uMlalazi),KwaZulu-Natal Province,King Cetshwayo District Municipality,uMlalazi Local Municipality,Clinic,Gov Province,-28.9517,31.5693,Mvutshini,82,Gold,NONE,,Yes,,,,Yes,
956833,Mzamo Clinic,KwaZulu-Natal Province,eThekwini Metropolitan Municipality,eThekwini Metropolitan Municipality Sub,Clinic,Gov Municipality,-29.8723,30.83,Cnr of Main& st.wendolins road St.Wendolins,62,Not achieved,groupwise@ethekwinihealth.gov.za,,Yes,,,,Yes,
533442,Memel Clinic,Free State Province,Thabo Mofutsanyana District Municipality,Phumelela Local Municipality,Clinic,Gov Province,-27.68239,29.56325,309 Eeufees Street Memel,74,Not achieved,,,Yes,,,,Yes,
453533,Meqheleng Clinic,Free State Province,Thabo Mofutsanyana District Municipality,Setsoto Local Municipality,Clinic,Gov Province,-28.88982,27.87712,1715 MEQHELENG FICKSBURG,75,Silver,NONE,,Yes,,,,Yes,
463624,Metsimaholo Clinic,Free State Province,Fezile Dabi District Municipality,Metsimaholo Local Municipality,Clinic,Gov Province,-26.9792,28.211,931 main street oranjeville,74,Not achieved,NONE,,Yes,,,,No,
944324,Mmabana Clinic,Free State Province,Mangaung Metropolitan Municipality,Bloemfontein Health sub-District,Clinic,Gov Province,-29.1507,26.2417,Voster Avenue Bloemfontein Bloemfontein,72,Not achieved,,,Yes,,,,Yes,
861351,Madibong Clinic,Limpopo Province,Sekhukhune District Municipality,Makhuduthamaga Local Municipality,Clinic,Gov Province,-24.743935,29.887985,jane furse,72,Not achieved,NONE,monyebodi ml,Yes,,,,Yes,
580533,Mamitwa Clinic,Limpopo Province,Mopani District Municipality,Greater Tzaneen Local Municipality,Clinic,Gov Province,-23.732706,30.408735,Nwamitwa,62,Not achieved,NONE,D. Mhlongo,Yes,,,,Yes,
783751,Ma-Doyle Clinic,Northern Cape Province,Frances Baard District Municipality,Sol Plaatje Local Municipality,Clinic,Gov Province,-28.7174,24.7367,Langstreet Galeshewe Galeshewe,69,Not achieved,NONE,,Yes,,,,Yes,
778160,Manyeding Clinic,Northern Cape Province,John Taolo Gaetsewe District Municipality,Joe Morolong Local Municipality,Clinic,Gov Province,-27.4958,23.6857,Manyeding village Mothibistad,80,Not achieved,,,Yes,,,,Yes,
773715,Mapule Matsepane Clinic,Northern Cape Province,Frances Baard District Municipality,Sol Plaatje Local Municipality,Clinic,Gov Province,-28.710644,24.725509,27 Dinokwane Street,60,Not achieved,NONE,,Yes,,,,Yes,
730342,Maruping Clinic,Northern Cape Province,John Taolo Gaetsewe District Municipality,Ga-Segonyana Local Municipality,Clinic,Gov Province,-27.3471,23.367,Main street Maruping Kuruman,67,Not achieved,,,Yes,,,,Yes,
957660,Marydale Clinic,Northern Cape Province,Pixley ka Seme District Municipality,Siyathemba Local Municipality,Clinic,Gov Province,-29.40962,22.10463,Draghoender str Marydale Marydale,84,Gold,NONE,,Yes,,,,Yes,
579842,Masakhane Clinic,Northern Cape Province,Frances Baard District Municipality,Sol Plaatje Local Municipality,Clinic,Gov Province,-28.702,24.7332,Masakhane clinic 13290 Thutlo street Bloemanda Blo,80,Silver,NONE,,Yes,,,,Yes,
811251,Masibambane Clinic,Northern Cape Province,Pixley ka Seme District Municipality,Renosterberg Local Municipality,Clinic,Gov Province,-30.43603,24.47138,STR 4 Philipstown philipstown,76,Silver,,,Yes,,,,Yes,
613906,Mataleng Clinic,Northern Cape Province,Frances Baard District Municipality,Dikgatlong Local Municipality,Clinic,Gov Province,-28.536236,24.506939,Clinic Road Barkley West,71,Not achieved,NONE,,Yes,,,,Yes,
587542,Matjieskloof Clinic,Northern Cape Province,Namakwa District Municipality,Nama Khoi Local Municipality,Clinic,Gov Province,-29.671755,17.865117,Kotze street Springbok,61,Not achieved,,,Yes,,,,Yes,
613551,Mecwetsaneng Clinic,Northern Cape Province,John Taolo Gaetsewe District Municipality,Joe Morolong Local Municipality,Clinic,Gov Province,-27.3109,23.6756,Mecwetsaneng village Kuruman,76,Not achieved,,,Yes,,,,Yes,
427133,Metsimansti Wyk 3 Clinic,Northern Cape Province,John Taolo Gaetsewe District Municipality,Joe Morolong Local Municipality,Clinic,Gov Province,-26.9414,23.1663,Kuruman,57,Not achieved,,0,Yes,,,,Yes,
513360,Montana Clinic,Northern Cape Province,Pixley ka Seme District Municipality,Emthanjeni Local Municipality,Clinic,Gov Province,-30.64672,24.02616,Amaudle Street De Aar,91,Platinum,,,Yes,,,,Yes,
194324,Mosalashuping Baicumedi Clinic,Northern Cape Province,John Taolo Gaetsewe District Municipality,Joe Morolong Local Municipality,Clinic,Gov Province,-27.044219,23.593536,Tlrisano shop street,88,Not achieved,,Virginia Makgobe,Yes,,,,Yes,
266206,Manyima Clinic,Limpopo Province,Vhembe District Municipality,Makhado Local Municipality,Clinic,Gov Province,-23.27639,30.01833,MAYIMA MAIN ROAD THOHOYANDOU ELIM,52,Not achieved,NONE,,Yes,,,,Yes,
586360,Mapayeni Clinic,Limpopo Province,Mopani District Municipality,Greater Giyani Local Municipality,Clinic,Gov Province,-23.349189,30.819361,Mapayeni Village Giyane,50,Not achieved,NONE,,Yes,,,,Yes,
200733,Mapela Clinic,Limpopo Province,Waterberg District Municipality,Mogalakwena Local Municipality,Clinic,Gov Province,-23.9554,28.8476,MAPELA CLINIC MAPELA VILLAGE,59,Not achieved,NONE,,Yes,,,,Yes,
541715,Maphalle Clinic,Limpopo Province,Mopani District Municipality,Greater Letaba Local Municipality,Clinic,Gov Province,-23.468365,30.311836,GA KGAPANE,75,Silver,,maowasla,Yes,,,,Yes,
543233,Mapodu Clinic,Limpopo Province,Capricorn District Municipality,Polokwane Local Municipality,Clinic,Gov Province,-23.8876,29.8735,NT RAKOPI PRIMARY SCHOOL NONE,53,Not achieved,NONE,,Yes,,,,Yes,
463542,Maraba Clinic,Limpopo Province,Capricorn District Municipality,Polokwane Local Municipality,Clinic,Gov Province,-23.7864,29.1722,Maraba Village,90,Gold,None,Mr MOLOTO,Yes,,,,Yes,
610342,Marapong CHC,Limpopo Province,Waterberg District Municipality,Lephalale Local Municipality,Community Health Centre,Gov Province,-23.65,27.63,TLOU STR 856 EXT 1 MARAPONG,76,Not achieved,,MRS ANNAMARIE FERREIRA,No,,,,Yes,
811833,Marapong Clinic,Limpopo Province,Waterberg District Municipality,Lephalale Local Municipality,Clinic,Gov Province,-23.6585,27.6291,"856 Tlou Street, Marapong Ext 1",33,Not achieved,marapong@LANTE.NET,,Yes,,,,Yes,
744924,Marble Hall Clinic,Limpopo Province,Sekhukhune District Municipality,Ephraim Mogale Local Municipality,Clinic,Gov Province,-24.966627,29.294539,Japonica Street 823/824 0450 Marble Hall,73,Not achieved,,,Yes,,,,Yes,
783333,Marishane Clinic,Limpopo Province,Sekhukhune District Municipality,Makhuduthamaga Local Municipality,Clinic,Gov Province,-24.727852,29.74644,marishane,62,Not achieved,NONE,Sehlangu EM,Yes,,,,Yes,
863215,Mariveni Clinic,Limpopo Province,Mopani District Municipality,Greater Tzaneen Local Municipality,Clinic,Gov Province,-23.887462,30.34854,Letsitele,92,Platinum,NONE,N.C. Ndhlovu,Yes,,,,Yes,
228451,Marseilles Clinic,Limpopo Province,Vhembe District Municipality,Collins Chabane Local Municipality,Clinic,Gov Province,-23.22203,30.33668,MAJOSI ALONG ELIM TAR ROAD THOHOYANDOU,60,Not achieved,NONE,,Yes,,,,Yes,
212142,Marulaneng Clinic (Makhuduthamaga),Limpopo Province,Sekhukhune District Municipality,Makhuduthamaga Local Municipality,Clinic,Gov Province,-24.647746,29.88705,Marulaneng,57,Not achieved,NONE,Sarah Mohibake,Yes,,,,Yes,
116051,Marulaneng Clinic (Marble Hall),Limpopo Province,Sekhukhune District Municipality,Ephraim Mogale Local Municipality,Clinic,Gov Province,-24.951526,29.409999,Marble Hall,58,Not achieved,None,L.M. Nemaungani,Yes,,,,Yes,
375624,Masakona Clinic,Limpopo Province,Vhembe District Municipality,Collins Chabane Local Municipality,Clinic,Gov Province,-23.27358,30.24417,MASAKONA VILLAGE MASAKONA,56,Not achieved,NONE,,Yes,,,,Yes,
887033,Maseven Clinic,Limpopo Province,Sekhukhune District Municipality,Fetakgomo-Greater Tubatse Local Municipality,Clinic,Gov Province,-24.922484,29.965487,,53,Not achieved,,magdeline madibana,No,,,,Yes,
459351,Mashabela Clinic,Limpopo Province,Sekhukhune District Municipality,Fetakgomo-Greater Tubatse Local Municipality,Clinic,Gov Province,-24.438341,30.005171,n/a driekop,54,Not achieved,NONE,magdeline madibana,Yes,,,,Yes,
642124,Mashamba Clinic,Limpopo Province,Vhembe District Municipality,Makhado Local Municipality,Clinic,Gov Province,-23.23567,30.15333,MASHAMBA ALONG MASHAMBA MUFEBA ROAD THOHOYANDOU,71,Not achieved,NONE,,Yes,,,,Yes,
562733,Mashashane Clinic,Limpopo Province,Capricorn District Municipality,Polokwane Local Municipality,Clinic,Gov Province,-23.93,29.1331,Vllage,86,Silver,,0,Yes,,,,Yes,
532360,Machadodorp Clinic,Mpumalanga Province,Nkangala District Municipality,Emakhazeni Local Municipality,Clinic,Gov Province,-25.6631,30.2506,Corner Kruger President and Butana Jele Street Mac,83,Silver,NONE,,Yes,,,,Yes,
550115,Madras Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Bushbuckridge Local Municipality,Clinic,Gov Province,-24.989031,31.146804,Madras Bushbuckridge,41,Not achieved,,,Yes,,,,Yes,
379551,M'Africa CHC,Mpumalanga Province,Ehlanzeni District Municipality,City of Mbombela Local Municipality,Community Health Centre,Gov Province,-25.777005,31.03387,3102 ext 9 Shongwe Street Barberton,72,Not achieved,,,Yes,,,,Yes,
541615,Makoko Clinic,Mpumalanga Province,Ehlanzeni District Municipality,City of Mbombela Local Municipality,Clinic,Gov Province,-25.2236,31.2219,Makoko main road Kabokweni,60,Not achieved,NONE,,Yes,,,,Yes,
514051,Malelane Estates Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Nkomazi Local Municipality,Clinic,Gov Province,-25.4935,31.5049,Cnr Air and Lion Street Malelane,92,Silver,,,Yes,,,,Yes,
361651,Mananga Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Nkomazi Local Municipality,Clinic,Gov Province,-25.95948,31.84261,MANANGA ROAD KWALUGEDLANE,61,Not achieved,,,Yes,,,,Yes,
672651,Mangweni CHC,Mpumalanga Province,Ehlanzeni District Municipality,Nkomazi Local Municipality,Community Health Centre,Gov Province,-25.7412,31.818,Mangweni main road Kwalugedlane,54,Not achieved,,,Yes,,,,Yes,
778506,Manzini Clinic,Mpumalanga Province,Ehlanzeni District Municipality,City of Mbombela Local Municipality,Clinic,Gov Province,-25.1786,31.1381,Stand  no 445 White River,58,Not achieved,,,Yes,,,,Yes,
132442,Marapyane CHC,Mpumalanga Province,Nkangala District Municipality,Dr JS Moroka Local Municipality,Community Health Centre,Gov Province,-25.0049,28.7956,2176 Rasebidi Section Siyabuswa Skilpadfontein,76,Not achieved,,,Yes,,,,Yes,
749915,Marite Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Bushbuckridge Local Municipality,Clinic,Gov Province,-24.9579,31.1275,Mkhuhlu,46,Not achieved,,0,Yes,,,,Yes,
548206,Mashishing Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Thaba Chweu Local Municipality,Clinic,Gov Province,-25.0879,30.4229,589 Grens street Mashishing Lydenburg,67,Not achieved,NONE,,Yes,,,,Yes,
824560,Masibekela Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Nkomazi Local Municipality,Clinic,Gov Province,-25.8812,31.8071,"R571, Masibekela, 1342",78,Silver,,,Yes,,,,Yes,
537560,Mathyzensloop Clinic,Mpumalanga Province,Nkangala District Municipality,Thembisile Hani Local Municipality,Clinic,Gov Province,-25.2796,28.9896,180 Sec BA KwaMhlanga KwaMhlanga,63,Not achieved,,,Yes,,,,Yes,
362724,Matsulu CHC,Mpumalanga Province,Ehlanzeni District Municipality,City of Mbombela Local Municipality,Community Health Centre,Gov Province,-25.5176,31.3521,Matsulu,60,Not achieved,,NP Hlophe,Yes,,,,Yes,
734815,Maviljan Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Bushbuckridge Local Municipality,Clinic,Gov Province,-24.8459,31.0714,Mkhuhlu,45,Not achieved,,0,Yes,,,,Yes,
661415,Mayflower CHC,Mpumalanga Province,Gert Sibande District Municipality,Chief Albert Luthuli Local Municipality,Community Health Centre,Gov Province,-26.2995,30.7757,A326 Mayflower Elukwatini,90,Gold,hnomsapretty@yahoo.com,,Yes,,,,Yes,
540824,Mbangwane Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Nkomazi Local Municipality,Clinic,Gov Province,-25.8374,31.8898,P.0.BOX 817 MBANGWANE TRUST,62,Not achieved,,,Yes,,,,Yes,
627451,Mbhejeka Clinic,Mpumalanga Province,Gert Sibande District Municipality,Chief Albert Luthuli Local Municipality,Clinic,Gov Province,-25.9752,30.87423,"Stand No.3, Elukwatini",63,Not achieved,,B.D Shongwe,Yes,,,,No,
520624,Mbonisweni Clinic,Mpumalanga Province,Ehlanzeni District Municipality,City of Mbombela Local Municipality,Clinic,Gov Province,-25.3092,31.1081,Stand no 1 Mbonisweni Mbonisweni,75,Silver,None,,Yes,,,,No,
827933,Mbuzini Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Nkomazi Local Municipality,Clinic,Gov Province,-25.9361,31.9525,MBUZINI MBUZINI,58,Not achieved,,,Yes,,,,Yes,
154751,Mgobodi CHC,Mpumalanga Province,Ehlanzeni District Municipality,Nkomazi Local Municipality,Community Health Centre,Gov Province,-25.8596,31.7039,MANZOLWANDLE,66,Not achieved,,E.S NTIN,Yes,,,,Yes,
533715,Middelburg Civic Centre Clinic,Mpumalanga Province,Nkangala District Municipality,Steve Tshwete Local Municipality,Clinic,Gov Province,-25.773,29.455,Corner Church and Wanderous Street Middelburg Midd,61,Not achieved,,,Yes,,,,Yes,
399951,Middelburg Ext 6 Clinic,Mpumalanga Province,Nkangala District Municipality,Steve Tshwete Local Municipality,Clinic,Gov Province,-25.7683,29.4086,8875 Makatane Avenue Middelburg Middelburg,77,Silver,,,Yes,,,,Yes,
585851,Middelburg Ext 8 Clinic,Mpumalanga Province,Nkangala District Municipality,Steve Tshwete Local Municipality,Clinic,Gov Province,-25.7594,29.4199,10803 Zenzeleni Street Mhluzi Mhluzi,76,Silver,,,Yes,,,,Yes,
373842,Middelburg Gateway Clinic,Mpumalanga Province,Nkangala District Municipality,Steve Tshwete Local Municipality,Clinic,Gov Province,-25.7743,29.4525,"Cnr Hospital and Walter Sisulu Street, Middelburg",71,Not achieved,,,Yes,,,,Yes,
147915,Middelplaas Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Nkomazi Local Municipality,Clinic,Gov Province,-25.7179,31.5509,MIDDLEPLAAS CLINIC SHONGWE MISSION,68,Not achieved,,,Yes,,,,Yes,
774460,Mispel Street Clinic,Mpumalanga Province,Gert Sibande District Municipality,Lekwa Local Municipality,Clinic,Gov Province,-26.9245,29.2297,11 Mispel Street Kosmos Park Standerton Kosmos Par,87,Silver,NONE,,Yes,,,,Yes,
679360,Mjejane Clinic,Mpumalanga Province,Ehlanzeni District Municipality,City of Mbombela Local Municipality,Clinic,Gov Province,-25.2803,31.231,STAND NO 13 P/ DAANJIE TRUST,78,Silver,NONE,HELEN THULILE TSHABALALA,Yes,,,,Yes,
640806,Mkhondo Town Clinic,Mpumalanga Province,Gert Sibande District Municipality,Mkhondo Local Municipality,Clinic,Gov Province,-27.00426,30.80268,Cnr Kruger and Church Street Piet Retief Piet Reti,88,Gold,NONE,,Yes,,,,Yes,
387206,Mkhuhlu Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Bushbuckridge Local Municipality,Clinic,Gov Province,-24.9875,31.2376,Mkhuhlu,44,Not achieved,,Virginia Malele,Yes,,,,Yes,
886433,Mmametlhake CHC,Mpumalanga Province,Nkangala District Municipality,Dr JS Moroka Local Municipality,Community Health Centre,Gov Province,-25.1067,28.5458,86B Napiri Section Mmametlhake Mmametlhake,82,Gold,,,Yes,,,,Yes,
208924,Moloto CHC,Mpumalanga Province,Nkangala District Municipality,Thembisile Hani Local Municipality,Community Health Centre,Gov Province,-25.4581,28.6403,253 Block 14 Moloto KwaMhlanga,62,Not achieved,,,Yes,,,,Yes,
425724,Mooiplaas Clinic,Mpumalanga Province,Gert Sibande District Municipality,Chief Albert Luthuli Local Municipality,Clinic,Gov Province,-26.0671,30.8769,Stand No.3 Elukwatini Elukwatini,84,Gold,,,Yes,,,,Yes,
674406,Moreipuso Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Bushbuckridge Local Municipality,Clinic,Gov Province,-24.7031,31.0049,Bushbuck Ridge Distict Moreipuso,68,Not achieved,NONE,,Yes,,,,Yes,
330224,Morgenzon Clinic,Mpumalanga Province,Gert Sibande District Municipality,Lekwa Local Municipality,Clinic,Gov Province,-26.7358,29.609,Cnr Steyn and Siphiwe Dhlongolo Street Morgenzon,78,Not achieved,NONE,,Yes,,,,Yes,
812442,Mpakeni Clinic,Mpumalanga Province,Ehlanzeni District Municipality,City of Mbombela Local Municipality,Clinic,Gov Province,-25.489,31.2479,STAND NO 13 P/ DAANJIE TRUST DAANJIE TRUST,82,Not achieved,,,Yes,,,,No,
250815,Msimanga Clinic,Mpumalanga Province,Gert Sibande District Municipality,Lekwa Local Municipality,Clinic,Gov Province,-26.9615,29.1988,1 Hlongwane Drive Standerton Standerton,89,Gold,NONE,,Yes,,,,Yes,
211842,Msogwaba Clinic,Mpumalanga Province,Ehlanzeni District Municipality,City of Mbombela Local Municipality,Clinic,Gov Province,-25.4228,31.1668,Stand no 2b Msogwaba Trust Nulspruit,55,Not achieved,,,Yes,,,,Yes,
244651,Mthimba Clinic,Mpumalanga Province,Ehlanzeni District Municipality,City of Mbombela Local Municipality,Clinic,Gov Province,-25.131,31.1581,Numbi Road Hazyview,46,Not achieved,NONE,,Yes,,,,Yes,
515733,Murhotso Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Bushbuckridge Local Municipality,Clinic,Gov Province,-24.5663,31.1438,ACKONHOEK,67,Not achieved,,0,Yes,,,,Yes,
412851,Mzinti Clinic,Mpumalanga Province,Ehlanzeni District Municipality,Nkomazi Local Municipality,Clinic,Gov Province,-25.696,31.747,27 April Street Mzinti,54,Not achieved,None,,Yes,,,,Yes,
929815,Maake Clinic,Limpopo Province,Mopani District Municipality,Greater Tzaneen Local Municipality,Clinic,Gov Province,-24.015204,30.253208,shiluvani,87,Silver,,R.M. Dukuza,Yes,,,,Yes,
620751,Mabins Clinic,Limpopo Province,Mopani District Municipality,Maruleng Local Municipality,Clinic,Gov Province,-24.37712,30.543085,the oaks,76,Not achieved,NONE,0,Yes,,,,Yes,
759542,Mabuela Clinic,Limpopo Province,Waterberg District Municipality,Mogalakwena Local Municipality,Clinic,Gov Province,-23.95,28.805,,46,Not achieved,,NULL,No,,,,Yes,
331133,Madala Clinic,Limpopo Province,Vhembe District Municipality,Thulamela Local Municipality,Clinic,Gov Province,-22.83178,30.27275,Madala,63,Not achieved,NONE,Nemaguhuni E,Yes,,,,Yes,
988615,Madimbo Clinic,Limpopo Province,Vhembe District Municipality,Musina Local Municipality,Clinic,Gov Province,-22.45178,30.56282,Madimbo,53,Not achieved,NONE,M.S. Nedzamba,Yes,,,,Yes,
538406,Madombidzha Clinic,Limpopo Province,Vhembe District Municipality,Makhado Local Municipality,Clinic,Gov Province,-23.11483,29.8194,CONER TSHKWAVHUKIKU AND BRAAMBOS ROAD THOHOYANDOU,87,Silver,NONE,,Yes,,,,Yes,
